smiles,molecular_formula,num_atoms
O=C1N2CCOc3ccc4sc(ccc3-4)-c3ccccc3CN1CC2,C20H18N2O2S,43
COc1ccc(C(=O)OCCc2ccc(CN3CCCCC3)oc2=O)cc1,C21H25NO5,52
C=C(C=CC(C)(C)C(C)(C)C)C(=O)OC(C)(C)C,C16H28O2,46
Cc1ccc(NC(=O)NC(=O)c2cc(O)c3cccnc3c2)cc1,C18H15N3O3,39
O=C1OCCc2cc1c1cc2C(CCCCC(=O)N2CCCC2)=C(O)C1=O,C21H23NO5,50
O=C(COC(=O)C1CCCCCC1)NC(=O)c1ccccc1,C17H21NO4,43
O=C(NC(=O)n1c2ccccc2c2ccccc21)N1CCCC1,C18H17N3O2,39
O=C(Nc1cc(F)ccc1O)c1ccc(-c2cccc(C(F)(F)F)c2)[nH]1,C18H12F4N2O2,37
Cc1ccc2c(N3CCOCC3)nnc(N3CCCC(C)C3)c2c1,C19H26N4O,50
CC(=O)NC1C(O)CCCC1C1C(C(=O)Nc2cccc(Cl)c2)N2C(=N)N1C2=O,C19H22ClN5O4,46
CC(C)(C)NC(=O)N(C(=O)N1CCCCC1)C1CCCCC1,C17H31N3O2,53
Cc1cc(-c2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cc2)ccc1C(=O)O,C21H15Cl2NO3,42
O=[N+]([O-])C(=CC(Cl)=C(Cl)CN(CCN1CCCC1)P(=O)=O)C(F)(F)F,C12H15Cl2F3N3O4P,40
COc1cc(Cl)c2ccc(C(=O)Nc3ccc(Cl)cc3)nc2c1,C17H12Cl2N2O2,35
COC1=Cc2nc1nc(Nc1cccc(OC)c1)c2[N+](=O)[O-],C14H12N4O4,34
CCN(CC)C(=O)c1ccc(C=CC=Cc2ccccc2)cc1,C21H23NO,46
CC(C)(C)C(=O)OC1(N2CCCCC2=O)CCCCC1,C16H27NO3,47
O=C(c1ccc2n(c1=O)CCN2S(=O)(=O)c1ccc(O)cc1)N1CCC2(CCCC2)C1,C22H25N3O5S,56
COC(=O)N1CCC(OC(=O)OCCN(C(=O)CCl)C(=O)N(CC(=O)O)C(=O)OC)CC1,C17H24ClN3O11,56
O=C(Nc1ccccc1)C(C=C(O)c1cccs1)c1ccc(F)cc1,C20H16FNO2S,40
CSc1ncnc(SC(C=CS(=O)(=O)Nc2cc(F)ccc2Br)=Cc2ccc([N+](=O)[O-])cc2)n1,C20H15BrFN5O4S3,49
Cc1ccccc1NC(=O)N1CCN(C(=O)Nc2cccc(C(=O)N3CCCCC3)c2)C1=O,C24H27N5O4,59
O=C(c1ccn2c1N(CCCN1CCCCC1)CC2)N1CCCCC1,C20H32N4O,57
O=C(NCCCCN1CCN(C(=O)c2ccc([N+](=O)[O-])cc2)CC1)c1ccccc1,C22H26N4O4,56
O=c1c2cccc3c(Br)c4cccc5c3ccc(c2)c5nn1CNS4(=O)=O,C19H12BrN3O3S,39
O=C(c1cc(Cl)c(C(=O)N2CC2)s1)N1CCCC1,C12H13ClN2O2S,31
Cn1ccccc(C(=O)Nc2ccc(Cl)c(F)c2)c(C(=O)O)cc1C(=O)O,C18H14ClFN2O5,41
CCN(C(=O)CCCCCCCCC1CN2C(=O)C2O1)C(=O)c1sc(C)nc1F,C20H28FN3O4S,55
O=C(O)C=C(Cl)c1ccc(Cl)cc1,C9H6Cl2O2,19
O=C(OCC(=O)N1CC1)C1CCCCC1,C11H17NO3,32
CN(CCO)C(=O)c1[nH]c2nc1-c1onc(c1C(=O)Nc1ccccc1)S2,C17H15N5O4S,41
COc1cc(Br)ccc1C(=O)C1CC(OC)C(=O)N1c1ccc(Cl)cc1,C19H17BrClNO4,41
COc1ccc(NC(=O)N(C)C(=O)Nc2nc(C(F)(F)F)ccc2OC)cc1,C17H17F3N4O4,45
COc1ccccc1C(=O)N1CC(O)CC(Oc2ccc(Cl)cc2)C1,C19H20ClNO4,44
COC1OC(=O)N(C2OC3OC(COS(=O)(=O)NC4C(O)C(O)C(O)C(O)C4O)C(O)C(O)COC2OC3CCO)C1OC,C22H38N2O19S,67
Cc1ccc(CCn2c(=O)[nH]c3ccc(CCCN4CCC(C)(C)C4)cc3c2=O)o1,C24H31N3O3,61
CC(Cl)=CC(Cl)=CC(=CC=C(Cl)Cl)N1C(=O)CCCC1=O,C14H13Cl4NO2,34
CCCCOc1c2ccc3c1c1cc4ccc(OC)cc4c1c2-c-3=O,C22H18O3,43
O=C(CCCn1ccccc1=O)N1CCCCC1,C14H20N2O2,38
O=C(O)c1ccc(I)c(C(=O)O)c1,C8H5IO4,18
COc1ccc2c(c1)nnn2-c1cc(Br)ccn1,C12H9BrN4O,27
CSc1ncccc1-c1ccccc1Cl,C12H10ClNS,25
CN1CCCCCCCN(C(=O)C2=CC=C2)CC1,C15H24N2O,42
COC1OC(CO)C(O)C(N)C1O,C7H15NO5,23
OC(CSCc1ccccc1)c1ccc2cccc(Cl)c2c1,C19H17ClOS,38
CC1=CC=C1S(=O)(=O)N1CCCC1CCN1CCCC1,C15H24N2O2S,43
CCOc1ccc(-c2ccccc2OC)c(N=Nc2ccc(Cl)cc2)c1C,C22H21ClN2O2,48
Cc1c(Cl)ccc(C#N)c1C(=O)Nc1ccccc1,C15H11ClN2O,30
CC(C)(C)CCN1c2c1c2=O,C9H13NO,24
N#CC1=CC=CCC(=O)Nc2c(-c3cc(C(F)(F)F)ccc3F)cnn2C=C1,C19H12F4N4O,40
