smiles,molecular_formula,num_atoms
O=C(O)CN(CCCCCCCO)C(=O)N1CCc2ccccc2C1=O,C19H26N2O5,52
COc1ccc(C2=C(c3cccs3)CCN2S(=O)(=O)N2CCCC2)cc1,C19H22N2O3S2,48
O=S(=O)(Nc1nncn1-c1ccccc1)c1ccccc1,C14H12N4O2S,33
Cc1ccc2c3ccc(c2c1C(=O)O)n(CC(=O)c1ccccc1)c3=O,C21H15NO4,41
COC1=C2C=C=CC=C2C(S(N)(=O)=O)=CC=C1c1[nH]cnc1-c1cc(F)cc(F)c1,C21H15F2N3O3S,44
CCCCC=C(C(OC)=C(Cl)c1ccco1)n1c2nnc1N1C(CCS1(=O)=O)C2,C19H23ClN4O4S,51
COC1=C(C(=O)N2CCCN(S(=O)(=O)c3cccc(C)c3)CC2)C(=O)c2ccccc21,C23H24N2O5S,55
CN(CCCS(=O)(=O)c1ccccc1)C(=O)c1ccccc1C#N,C18H18N2O3S,42
COc1cc2cc(-c3cccc(F)c3)ccc2o1,C15H11FO2,29
N#Cc1ccc2cc1C(=O)N2CCCN1CCn2cc(-c3ccccc3Cl)nc21,C22H18ClN5O,47
O=C1OCCN(Cc2ccccc2)C1Cc1ncnc(N2CCCCC2=O)n1,C20H23N5O3,50
COc1ccc(-c2ccccc2-n2c(SC)nn(C)c2=O)cc1,C17H17N3O2S,40
CC=CC=C(O)C=CC=C1C(F)=CC=CC1=Nc1nc(-c2cccc(Cl)c2)nn1C,C23H20ClFN4O,50
Cc1nc2ccc3nc4sc5ccc(c(cccs1)CNC(=O)N4C)c5c23,C20H16N4OS2,43
NC(=O)NC(=O)C1=CC2=CC=C1C2=C(Sc1ccccc1)c1cc(O)ccc1[N+](=O)[O-],C22H15N3O5S,46
COc1ccc(-c2n[nH]c(=O)n2C2CCCCC2)c(C)n1,C15H20N4O2,41
COc1ccc(N2CCCN(C)C3=Cc4c2ccc2c(OC)ccc3c42)cc1,C24H24N2O2,52
O=C(NC(=O)N1CCCCC1)c1c(C=Cc2ccc(F)c(C(F)(F)F)c2)ccc2c1OCO2,C23H20F4N2O4,53
Cc1c(CCCCCCN2CCCC2)c2ccc1cc2C,C20H29N,50
CCCC1CCN(S(=O)(=O)c2[nH]nc3c2C=C3OC)C1C(=O)N(C)C,C16H24N4O4S,46
Cc1cc([N+](=O)[O-])ccc1-c1cccc2ccc(P(=O)(O)OC3CC3)cc12,C20H18NO5P,45
CC(C)(C)S(=O)CCOC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1,C16H17F7O3S,44
CCCCC(Oc1ccccc1-c1cnnc2ccc(OC)cc12)c1ccccc1OC,C27H28N2O3,59
CNC(=O)Cn1c(=O)cccc(C(=O)OC)c1=O,C11H12N2O5,30
CC(=O)n1c(-c2ccccc2)nc2cn(-c3ccccc3Cl)nc2c1=O,C19H13ClN4O2,39
Cc1ncc2c(C(=O)N3CCCC3)c1CCOc1cc-2cc2ccc(F)cc12,C23H21FN2O2,49
CC(C)(C)C(=O)NC1=CC(OCCCCCCCN2CC(O)C3C4CCCN4C(=O)N3C2=O)=C1,C25H38N4O5,69
CCCC(=O)NC(=O)C#CC(=Nc1ccccc1-c1cc2ccc1[nH]c2=O)c1ccccc1,C27H21N3O3,54
CCCCCC(OCC)OCC,C10H22O2,34
CCCN(CCN1CCN(CC)C1=O)C(=O)Nc1ccccc1-c1cc2c(C)nn1c2C,C24H32N6O2,64
COc1ccc(Cl)cc2oc3c(c4ccc1cc4)=CC1=CC=CC(=NC2=CC=3)O1,C24H16ClNO3,45
CCN1C(=O)C(=O)C(C#N)=C1C(F)(F)c1cccc(Cl)c1,C14H9ClF2N2O2,30
