smiles,molecular_formula,num_atoms
COC(=O)C1CC(C)=C(C(=O)N2CCCCC2)C(=O)N1,C14H20N2O4,39
CCSC(=Nc1ccc(Cl)cc1)N(C)C(=O)N1CCCCC1,C16H22ClN3OS,44
O=C1NC2CN(Cc3cc(F)co3)CC2N1,C10H12FN3O2,26
CCCCCCC(=O)N(C)C(=Nc1nc2ccc1nc2)Sc1ccccc1C(C)(C)C,C25H32N4OS,63
O=C(CCCCOc1cccc(C(F)(F)F)c1)NC(=O)CCOc1cccc(C=CC=Cc2ccncc2)c1,C30H29F3N2O4,68
O=c1[nH]c2cc(c1F)C2(F)C(F)(F)F,C7H2F5NO,16
O=C(Oc1ccc2c(c1)S(=O)(=O)OCO2)c1ccccc1C(=O)OS(=O)(=O)OS(=O)(=O)O,C15H10O14S3,42
O=C(C1CCCC1)N1CCN(c2ccc(F)cc2Nc2ccccc2)C1=O,C21H22FN3O2,48
CCCSCCC(C)NC(=O)NC(C)C(=O)O,C11H22N2O3S,37
COc1ccc(C(F)(F)OC(=O)NC(=O)c2ccccc2OC)cc1,C17H15F2NO5,40
COc1cccc2c1CCN(c1ccccc1C)C2=O,C17H17NO2,37
O=C1C[Se]C(NC(=O)CCCl)=N1,C6H7ClN2O2Se,19
CC=C(n1nnc2ccccc21)S(=O)(=O)c1ccccc1,C15H13N3O2S,34
CCOc1ccc(C(=O)N(CCOC(=O)c2cccc(Cl)c2)C(=O)OC)cc1OC,C21H22ClNO7,52
COc1ccc(Br)cc1NC(=O)C(=C=O)C#N,C11H7BrN2O3,24
O=C1CN(CCCOc2ccccc2-c2ccc(O)cc2NC(C(=O)O)=C2C#CC(=O)N2C(=O)c2ccccc2)C(=O)N1,C31H24N4O8,66
O=C1NC2=C(c3cc4ccc3s4)N(c3ccccc3)C(=O)N(C2)C1CCN1CCN(CCO)CC1,C26H29N5O3S,63
Fc1cccc2c(-c3ncc4cccnc4n3)cccc12,C17H10FN3,31
Cc1ccc(C(=O)N2CCCCC2=O)cc1Oc1ccccc1,C19H19NO3,42
CC1CN2CCC1N(C(=O)N1CCCCC1)C2=O,C13H21N3O2,38
Nc1ncnc(-c2ccccc2C=CC=Cc2cccc(F)c2)n1,C19H15FN4,39
COC(=O)c1ccccc1SC(=Nc1ccc(-c2ccccc2)cc1OC)N(C)C(=O)N(C)C(C)=O,C27H27N3O5S,63
COc1ccc2c3ccc(c2c1C(=O)N1CCCCC1)n(C1CCOC1)c3=O,C22H24N2O4,52
CC(=O)Nc1cc(C#N)ccc1F,C9H7FN2O,20
COC(=O)C1C(C2C3CC(C)=CC4OCC(C5CCC(C)(C(=O)OC)C(=O)N52)C43C)OC(=O)OC1(C)C,C27H37NO9,67
CC(C)(C)C1C2CC(CC(=O)N2)CN1S(=O)(=O)c1ccccc1,C17H24N2O3S,44
CN(C)CCN1C(=O)c2c(NC3CCCN(CCOc4cc(Cl)cc([N+](=O)[O-])c4)C3)c1cc(Cl)c2[N+](=O)[O-],C24H28Cl2N6O6,66
C1CCC(n2c3nnc2s3)CC1,C8H11N3S,23
COc1ccc(OCCc2ccc(S(=O)(=O)Nc3ccccc3OC)cc2C(=O)N2CCCC2)cc1,C27H30N2O6S,66
COc1ccc(NS(=O)(=O)Nc2ccc(NC(=S)c3cc(C#N)c(C)[nH]3)cc2)cc1,C20H19N5O3S2,48
COc1cc(C(N)=O)ccc1OCCN(C)C(=O)N(C)C(=O)N1CCCCC1,C19H28N4O5,56
C#CC(=O)N(CCN1CCCCC1)c1ccc(C=Cc2ccc(OC)cc2)cc1,C25H28N2O2,57
CCCCC1C2c3ccc(OC)cc3CCC2CCC1N1C(=O)c2nc(NC(C)C)[nH]c(=O)c2C1=O,C28H36N4O4,68
CCN(CCn1c(=O)[nH]c2ccccc21)Cc1cc2nc(N(C)C(=O)c3ccccc3OC)c1s2,C26H27N5O3S,62
COC1=CC=C(OC)C(CCCN2CCCN(C)C2=O)C1,C16H26N2O3,47
CSC(=NNN=NSc1ccccc1)Nc1ccccc1O,C14H15N5OS2,36
O=C(O)C(=CC=CC=C(Cl)C(=O)c1ccc(Cl)cc1)[N+](=O)[O-],C14H9Cl2NO5,31
COc1ccc2[nH]nc(-c3cc(C)cc(C)c3)c2c1,C16H16N2O,34
C=C(C=CC(F)=CC=C(OC(C)(C)C)C(=O)c1ccccc1)C(=O)OCC,C22H25FO4,52
Cc1nnc(-c2ccc(F)c(F)c2)n1C1=C2C(=O)NC(C1C)C2C(C)(C)C,C20H22F2N4O,46
CC(C)(C)N(CCN1CCCC1)C(=O)C1=Cn2c(cc3ccccc32)C1=O,C22H27N3O2,54
