smiles,molecular_formula,num_atoms
O=C1C2CC3C(N(C(=O)c4ccccc4)CCN13)N2C(=Cc1ccccc1C(F)(F)F)[N+](=O)[O-],C23H19F3N4O4,50
Cc1sc(-c2ccccc2F)cc1S(=O)(=O)c1ccccc1,C17H13FO2S2,35
C=C(C(=O)Nc1ccccc1)C(=O)Nc1ccc([N+](=O)[O-])cc1,C16H13N3O4,36
CCn1c2nnc1c(N(C)c1ccccc1)n2,C12H13N5,30
Cc1cccc(OCCCCOc2cc(C(=O)N3C(=O)N4CCC3CC4)ccc2C(F)(F)F)c1,C25H27F3N2O4,61
CCCCCC1OC(c2cccc(F)c2)CN1c1nc2cc(F)cnc2o1,C20H21F2N3O2,46
O=C1NC2=NC1=CC(=Cc1oc3ccccc3c(=O)c1F)S2,C15H7FN2O3S,29
FC(F)(F)c1ccc2c3ccc(nc3CCc3ccccc3OCCCCCCN3CCCC3)c2c1,C30H33F3N2O,69
CSC1=C(C=c2nc3sc2=C(C(=O)O)S3)OCc2ccccc21,C16H11NO3S3,34
COc1ccc(C2CCN3CCC(C)C23)cc1C,C16H23NO,39
CCOC(=O)C#CC(=O)N1CCCC1,C10H13NO3,27
Cn1c(=O)nc2n(c1=O)CCN2CCN1CCCCC1(C)C,C15H25N5O2,47
CCn1c(-c2ccc(-n3c(=O)c4ccc3cc4)cc2)nc2cc(C(F)(F)F)ccc21,C23H16F3N3O,46
O=S(=O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H5F15O4S,34
CCOC(=O)C(C)=C(C)C=C(C)CCCCCOC(=O)c1cc(F)ccc1OC,C23H31FO5,60
CC1=CN2N=C(c3ccccc3)OC(C)CCC3C2=NC(Cl)=CN13,C18H19ClN4O,41
CN(Cc1ccccc1C(C)(C)C)C(=O)[NH+]1CCCCC1,C18H29N2O+,49
CCC1CCCN1c1nnc(-c2ccc3ccccc3n2)s1,C17H18N4S,39
BrC1=Cc2ccccc2N=C2NC=C1N2,C11H8BrN3,22
COc1cc(N2CCN3CCN(CC2)C(C)(C)C3)c(=O)n(CC(=O)Nc2ccccc2)c1,C24H33N5O3,65
c1ccc(NC(=Nc2nnncc2-c2ccccc2)N2CCCCC2)cc1,C21H22N6,49
O=C1N(CCO)CCN1CCN1CCN(CCN2CCCn3ncnc32)CC1,C18H32N8O2,60
COC(=O)C1CN2CCCN1C2=O,C8H12N2O3,24
O=c1ncnc(CCOc2ccccc2)n1S(=O)(=O)c1ccccc1,C17H15N3O4S,40
COc1ccccc1N(CCN1CCNC1=O)c1ccc2cc1NS2(=O)=O,C18H20N4O4S,47
O=C(NC(CO)c1ccc(Cl)cc1)c1ccc2c(c1)C1=CN=CC1=NN(c1cccc(Cl)c1)N=C2,C26H19Cl2N5O2,54
Cc1ccccc1C=Cc1ccc(C(=O)N(c2ccccc2)c2ccc(F)cc2C)nc1N1CC[S+]([O-])C1=O,C31H26FN3O3S,65
CN(C)CCSCCCS[S+]([O-])N1C[S+]([O-])CCCCCSC1=S,C14H28N2O2S6,52
CCSCCCCCCCCCCSCC,C14H30S2,46
O=C1NCCN(CCNCCN2CCCC2)c2c3c4[nH]c2c2cnc(n4CC3)n2-c2ccc(Br)c1c2,C26H31BrN8O,66
Cc1ccc(N(C)c2nc(N)nc(-c3ccccc3)n2)n1-c1cccc(I)c1,C21H19IN6,46
CCCCCCCCCN(C(C)=O)C(=O)c1cccc(=O)o1,C17H25NO4,47
C=C(C)CCC(=O)OC(=O)c1ccccc1C(=O)OC(=O)CCC,C18H20O6,44
CC1(C)C2CN1C(=O)N2CC1=C(Cl)C(Cl)=C1,C11H12Cl2N2O,27
CC(C)(C)OC(=O)CCCCCCCCCCCCCC[N+](=O)[O-],C19H37NO4,61
O=C(c1ccccc1)n1cnnc1-c1cccnc1,C14H10N4O,29
COc1ccccc1-c1nnc(N(C)c2ccccc2OC)c2ccccc12,C23H21N3O2,49
FC(F)(F)c1ccccc1C1c2nc3c(-c4ncccn4)cnc1n3n2,C17H9F3N6,35
COC(=Cc1cccc(F)c1)c1ccc(C(=O)NC2CCCN(C(C)=O)C2)nc1O,C22H24FN3O4,54
NC(=O)c1ccccc1N(C(=O)c1ccccc1)c1cc(Cl)ccn1,C19H14ClN3O2,39
CC=CC=CN(C)c1cc2cc(-c3ccc4ccc[n+](C)c4c3)ccc2[nH]c1=O,C25H24N3O+,53
CN(CC(=O)[O-])C(=O)CC([NH3+])C(=O)[O-],C7H11N2O5-,21
CC(=O)OC(C1CCCCC1)C1CC2(C)CC3(C)CCC2CC3OC1=O,C22H34O4,55
CN(CCCNC(=O)COc1cc2c3c(C(=O)O)ccc2cc1C3=O)S(=O)(=O)c1ccccc1,C24H22N2O7S,56
COc1cc(C(F)(F)F)ccc1C1=C2NC(=O)C(C1)N2,C13H11F3N2O2,30
Cc1cc([N+]([O-])([O-])C=CN=C([N+]#N)N2CCN(C(N)=O)C2=O)ccc1[N+](=O)[O-],C14H14N8O6,42
CCNC(=O)C1CCCCN1c1sc2c3ccc([nH]3)c2c1C(=O)NCCC(=O)O,C20H24N4O4S,51
CC1(C)CCN(C(=O)C2(c3ccccc3)Sc3c[nH]c(=O)n3C2(C)C)C1,C20H25N3O2S,51
NC(=O)C(=O)c1ccccc1,C8H7NO2,18
CN(C(=O)c1ccccc1)C(=O)c1ccc(O)cc1[N+](=O)[O-],C15H12N2O5,34
