smiles,molecular_formula,num_atoms
CC1(CCC[N+](=O)c2ccccc2)CCCCC1,C16H24NO+,42
CCCCS(=O)(=O)c1ccc2oc3cc(Cl)ccc3c2c1,C16H15ClO3S,36
CC1=NOC2=NC=NC(C(=O)O)=C1N2,C7H6N4O3,19
CC(=O)c1cccc(C2=CC(=O)c3c4c2cc2cc4oc(=O)c32)c1,C20H10O4,34
COc1cc(Cl)ccc1C=C(C(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccc(C)s1,C26H27ClN2O4S2,62
CCc1ccccc1N=C(Nc1cccc(Cl)c1)c1ccccc1,C21H19ClN2,42
COS(=O)(=O)c1cccc2ccncc12,C10H9NO3S,24
CCN1CCNC(=O)C1CC1CCCN1c1ccccc1C(NC)=C(c1cccc(F)c1)C(F)(F)F,C27H32F4N4O,65
O=C(O)CNC(=O)c1nc2ccc1cc2C=c1cc(F)ccc1=C1C=CC=C1Br,C22H14BrFN2O3,43
COC(=O)N1CC(=O)N(C=C(C)C=Cc2ccc(Cl)cc2NN=C(C)c2ccccc2)C1=O,C24H23ClN4O4,55
CCCCCCCCNC(=O)n1c(=O)c2ccc1o2,C14H20N2O3,39
NC(=O)c1ccc2ccccc2c1N=NSc1nccc2ccccc12,C20H14N4OS,40
CC1CN2C(CN1C)NC1OC2C(O)C(N)C(O)C(O)C(O)C(O)C(O)C(O)C1O,C17H34N4O9,51
COC(=O)N(C)C(=O)OC(=O)C(=Cc1cccc(Cl)c1)c1cc(O)ccc1Cl,C19H15Cl2NO6,43
COc1ccc2c(Cl)c1NC(=O)NC=CC(C)(C)OS(=O)(=O)N2,C13H16ClN3O5S,37
CC(Nc1ccncn1)C1CN(C(=O)c2ccccc2)C(=O)O1,C16H16N4O3,37
Cc1ccc2c(c1)N(c1ccccc1C(=O)NC(=O)NO)c1ccccc1O2,C21H17N3O4,45
N#Cc1c(F)c2sc1cc2S(=O)(=O)NCCCCCNCCOC(=O)c1cccc(Cl)c1,C21H21ClFN3O4S2,53
CCN(C(=O)N(Cc1ccccc1)C(=O)NC1CCCC1)c1ccccc1C#N,C23H26N4O2,55
Cc1nc2ccccc2n1C1CN(C)CCC1C1C(N2C(=O)Sc3nnc2s3)CCC1(C)C,C24H30N6OS2,59
O=C1CN2CCCC(O)C2C(C2c3cnc(s3)NC(=O)NCCNC(=O)N2C(=O)c2ccc(CO)o2)N1,C22H27N7O7S,60
N#Cc1ccccc1C(=O)N1CCN(Cc2ccccc2C#Cc2ccccc2F)C1=O,C26H18FN3O2,50
CC1CCCCN1CCN1C(=O)C2=C(C1=O)C1=NN(C)C(=N2)S1,C15H19N5O2S,42
Cc1cc(-c2ccccc2Cl)n(-c2ccc(Cl)cc2)n1,C16H12Cl2N2,32
CN(C)C=Cc1ccc(-c2cccc([N+](=O)[O-])c2)n(CCCCN(C)C)c1=O,C21H28N4O3,56
COC(=O)c1ccc(C(F)(F)F)cc1C1=C2C3CCCN3CC23CCN(C1=O)C3=O,C21H19F3N2O4,48
CCCC1C(c2cccc(C=C3C=CC=C3OC(C)=O)c2)N2CCN1C(=O)C2,C23H26N2O3,52
CCOC(OCC)(OCCOP(=O)(O)OCC)OC(C)(O)OC,C12H27O10P,50
CSCCCNC(=O)SCC(=O)O,C7H13NO3S2,26
CC1C(=O)OC(C2OCCC(C3(C)CCCC(O)C3C)O2)C1N1C(=O)OC(C(C)(C)C)C1C,C25H41NO7,65
CN(C)C(=O)c1nnn2cc(C(=O)Nc3ccccc3F)c(NCCc3cc(F)ccc3F)nc12,C23H20F3N7O2,55
CCCn1c(=O)c2cc(OC)ccc2c2[nH]c3cc(OCC)ccc3c2c1=O,C22H22N2O4,49
CC=CC=c1c(=O)c2cc3c4cc2OCCCCC2(C)CCN(CC2)C(=O)c4ccc13,C27H29NO3,60
NC(=O)CC(Cl)(Cl)Cl,C3H4Cl3NO,12
O=C(c1ccc(Cl)cc1CN1CCC(N2CCOC2=O)C1)N1CCCCC1,C20H26ClN3O3,53
O=C(O)c1cc(O)c2c(F)ccc(-c3cc(F)ccc3C(F)(F)F)n12,C16H8F5NO3,33
CC(=O)C=CC(=CC=c1sc2nc1n2)c1ccccc1,C16H12N2OS,32
Cc1sc2nc1-c1cc(CCC(=O)O)c-2[nH]1,C11H10N2O2S,25
O=C(Cn1nnc2ccccc2c1=O)c1ccccc1,C15H11N3O2,31
CN(CCCCn1c(=O)[nH]c(=O)n(C)c1=O)C(=O)N1CCCC1,C14H23N5O4,45
Cc1cc(Br)cc(C(=O)N2CC(N=c3[nH]cccc3F)=C(C(=O)O)C2=O)c1,C18H13BrFN3O4,39
CCn1c(=O)c2ccccc2n2c(-c3cccc(C(F)(F)F)c3)nnc12,C18H13F3N4O,39
CCCCOc1ccc(Cl)cc1N(C)C(=O)c1nc(C#N)nc2ccccc12,C21H19ClN4O2,47
CN(C)C(=O)c1c2cccc1SN=NS2,C9H9N3OS2,24
Cc1nc2c(C(=O)NS(=O)(=O)N(C)C(=O)C3(C)CCCCC3)ccc(C)c2s1,C19H25N3O4S2,53
CCO[N+]([O-])([O-])NC(=O)Cn1c(-c2ccc([N+](=O)c3ccccc3)cc2)n[nH]c1=O,C18H18N6O6,48
CC1(C)CCC2=CC=C2C1=O,C10H12O,23
CC1(CCCCCCN2CC3=CC=C2C(=O)N2CCN(CC2)S3(=O)=O)CCCCC1,C23H37N3O3S,67
COC(OC1CC(O)C(O)C(O)C1O)OC1OC(CO)C(C)OC2OC(C(O)C1O)C(O)C2O,C19H34O15,53
COc1ccc(OC)c2cc(C(=O)OC(C(=O)Nc3ccc4ccccc4c3)C(COC(C)=O)OC)ccc12,C30H29NO8,66
