smiles,molecular_formula,num_atoms
O=C(c1c(I)c(I)c(I)[nH]c1=O)N1CCOC1,C9H7I3N2O3,24
CC(C)(C)CC(=O)C1(C(=O)N2CCCCC2)CCCCC1,C18H31NO2,52
Cc1ncnc(-c2nncs2)n1,C6H5N5S,17
COC(=O)CCOC(=O)C1=C(OC)C=C1,C10H12O5,27
Cc1c2cc(nc1-c1cc(F)ccc1N1CCC(C)C1C1OC(=O)c3ccc1c(F)c3)O2,C25H20F2N2O3,49
CC1=C(C(=O)OC(C)C(C)(C)C)C(=O)OC2(CCCCC2)C1=O,C18H26O5,48
COC1OC2CCCC(C)(C)C2=CC=C2C(=O)OC21,C15H20O4,36
NC(=O)NC(=O)c1cccc2cccc3c(cccc23)c(=O)[nH]1,C17H13N3O3,36
Cc1cccc(S(=O)(=O)N2C(=O)CSC(c3ccccc3F)=C2C(=O)N2CCC(C)CC2)c1,C24H25FN2O4S2,58
CCOc1cc(C=C(C(=O)OC2C3CCC(C)C2NC(=O)C3)C2CCCCC2)ccc1C,C27H37NO4,64
COc1cc(OC)cc(N2CCN(c3ncccc3-c3cc(C)nc(C)c3O)C2=O)c1,C23H24N4O4,55
Cc1c(NCCCOc2ccccc2Cl)n2nc1n(CCCN1CCCCC1)c2=O,C22H30ClN5O2,60
CC(=C(C(=O)OC(=O)CC(C)(C)C)C(C)(C)C)C(C)(C)C,C18H32O3,53
C=CC=C(c1ccc(S(=O)(=O)O)c(Br)c1)c1nnbs1,C11H8BBrN2O3S2,28
CCCCCn1cccc(C(=O)N2CCCCC2)c1=O,C16H24N2O2,44
COc1cc(Cl)ccc1C(=O)N1CCC(N2CCCCC2)C1,C17H23ClN2O2,45
CN(C)c1ccccc1C(NC(=O)c1nc2cc(NS(=O)(=O)c3ccccc3)ccc2[nH]1)C1CCCCC1,C29H33N5O3S,69
Cc1cccc(-c2cccn2C(=O)C(C)N2CCCC2=O)c1,C18H20N2O2,42
O=C1C2=C3NC2=C3CN1CCCCCCCCO,C14H20N2O2,37
COc1ccc2c(c1)CCN(C=CC(=O)NC(CN1CCCCC1)C(=O)N1CCCCC1)S2(=O)=O,C25H36N4O5S,70
CN1C(NC(=O)N2CCN(S(=O)(=O)c3ccccc3)CC2)=C(O)C=CS1(=O)=O,C16H20N4O6S2,48
O=C(O)c1ccccc1-c1ccc2c(c1)-c1csc(n1)S2,C16H9NO2S2,30
Cc1ccc(C(=O)OCCN(C(=O)c2ccccc2)C(C)C)cc1,C20H23NO3,47
COc1cc2ccc1c1cc3cc(C(=O)N4CCN5C(=O)CN(CCC(C)(C)C)C(=O)C5C4)ccc3cc21,C31H33N3O4,70
CCCCCN(CCCn1c(=O)oc2nncn2c1=O)C(=O)OC,C14H21N5O5,45
COc1cc2c(cc1OC)N(CCCN(C)C)N=C(Nc1cccc(C(F)(F)F)c1)N2,C21H26F3N5O2,57
CN(CCCCCN1CCCNC1=O)C(=O)c1ccc(F)cc1Cl,C17H23ClFN3O2,47
CCCOC1=C(C)NC(Cc2ccc(C(=O)Nc3ccccc3[N+](=O)[O-])cc2)C=C1,C23H25N3O4,54
Nc1nc(Nc2cccc(C(F)(F)F)c2)sc1N,C10H9F3N4S,27
O=C(c1ccn(-c2cc3ccc2c(=O)n3C2CCCCC2)c1)N1CCCCC1,C23H27N3O2,55
CCC(C)(C)C(=O)N1C(=O)C(=Cc2ccccc2Br)c2ccccc2C1=O,C22H20BrNO3,47
COc1ccc(-c2ccccc2C(=O)c2ccc(C)cc2C)cc1OC,C23H22O3,48
CC(NC(=O)C1=CN(S(=O)(=O)c2ccc(O)cc2)CCC1)c1ccccc1,C20H22N2O4S,48
COc1ccc(CN2CCCN(C(=O)OCc3ccc(NC(=O)Nc4ccccc4)cc3)C2=O)cc1,C27H28N4O5,64
O=C(O)C1=CC=CC(=NC=Cc2ccccc2)C1=O,C15H11NO3,30
CCCn1nc(-c2cccs2)n2c(CCCC(C)O)cnc12,C16H22N4OS,43
CC(=O)OC(=O)NCC1C(O)C(O)CCN1C,C10H18N2O5,32
COc1cc(C(F)(F)F)ccc1C(=O)N1CCC(n2c(=O)c3cccnc3n(-c3ccccc3)c2=O)C1,C26H21F3N4O4,57
O=C1CCCN2C(=O)c3ccccc3CC2CCCCCCSCCO1,C21H29NO3S,54
CC1OC2CCN(C2)C1C(=O)OCc1ccccc1Oc1cccc2ccccc12,C25H25NO4,52
O=C(O)C(=Cc1ccccc1)C(=O)c1ccccc1,C16H12O3,31
N=c1c(Cl)cc(Cl)c(N=C2SCC(=O)N2c2cccnc2)n1-c1ccccc1O,C19H13Cl2N5O2S,42
CC12CCCC1C(=O)N1C(=O)CN(C(=O)C3=C(c4ccccc4)CCCC3)C(=O)C1C2,C25H28N2O4,57
CCC(N)C(=O)N1CCN(C)CC1,C9H19N3O,31
Cc1ccc(-c2ccc3c4c2CN(CCN4CCN2CCCNC(=O)CC2)c2ccccc2C=C3)[nH]1,C30H35N5O,70
Cc1cc(NC(=O)N2CCN(C(=O)N3CCCCC3)C2=O)c2c3ccc(s3)c2c1,C21H22N4O3S,51
Cc1ccc(C(=O)N2C(=O)N3CC2C3)nn1,C10H10N4O2,25
COc1ccc(S(=O)(=O)N2CCN(c3nn4c5cc(C(F)(F)F)ccc5c5c4n3CCC5)C(=O)C2C(C)(C)C)cc1,C28H30F3N5O4S,70
O=C1N(CCC2CC2)CCN1Cc1ccc(Cl)cc1,C15H19ClN2O,38
CCCC1C2CCCN2C(=O)N1C(=O)C(C)(C)C,C14H24N2O2,40
