smiles,molecular_formula,num_atoms
C=C(C=C(C(=O)NC)c1ccc(F)cc1)C(=O)N(CC)C(=O)Nc1ccc(F)cc1,C22H21F2N3O3,51
NC(=O)n1cc(OC(=O)c2ccccc2)nc1N,C11H10N4O3,28
CCCCC(=O)N1C(=O)C(CN(C(=O)c2ccccc2)c2nnc3nc2S3)C2CCCCC21,C24H27N5O3S,57
COc1cccc(S(=O)(=O)COCCN2CCC3=NC=CCN3C2=O)c1,C17H21N3O5S,47
CCN1c2nc1n(-c1nc(C)cc(OC)c1OC)n2,C12H15N5O2,34
CC1(C(=O)c2ccc(CC(F)(F)F)o2)CN2CCN(C1)C2=O,C14H15F3N2O3,37
O=C=NC1=C2C=C(C(=O)N3CCCCC3)C=C(C=C1)C2(F)F,C16H14F2N2O2,36
CC(C)(C)C1CN(C(=O)N=C(N)N)C(=O)O1,C9H16N4O3,31
O=C1C(CN2CCCCC2c2ccc(Cl)c([N+](=O)[O-])c2)N2CCN1CC2,C18H23ClN4O3,49
CN(C)C(=O)N1C(=O)COc2ccccc21,C11H12N2O3,28
Cn1nc(Cl)c2c3nc(nc21)N3CC1=C(C2(C)CCCC2)CCC(C)(C)C1,C21H28ClN5,55
CCSC(=S)NC(=O)N1C(=O)NCC1C1CCOP(=O)(OP(=O)(O)OP(=O)(O)N2CCN3CC(O)C2C3)O1,C16H28N5O12P3S2,62
O=C(Cn1c2nnc1s2)N(CCN1CCCCC1)c1ccccc1,C17H21N5OS,45
CCCOc1cccc(C(=O)N2C(=O)N3C4CCCC(=C=O)c5cc(ccc5Br)NC(=O)C3C42)c1NC(=O)c1ccccc1,C33H29BrN4O6,70
Cc1ncccc1C(=O)N1CCCC1CN1CCCC1,C16H23N3O,42
Cc1ccc2c(OCCC3CC(C4COCCO4)NC(=O)N3C)cccc2c1,C22H28N2O4,53
CC(=O)OCCCn1c(=O)[nH]c(=O)n(CCSc2ccc(C(C)(C)C)cc2)c1=O,C20H27N3O5S,55
CN1CCN2CCCCCCN(CCNC2=O)c2nc1nn2C,C15H27N7O,50
COc1ccccc1NC(=O)C1CN(CCCCN2CC3=C(OCCC3)c3ccccc32)C(=O)N1,C27H32N4O4,66
O=C1C(c2ccccc2)=CC=C1c1cc2ccccc2c(=O)[nH]1,C20H13NO2,36
CSC(C)(C)C(N)C(=O)O,C6H13NO2S,22
NN=Cc1cccc(COc2cccc(Nc3cccc(S(=O)(=O)Nc4ccccc4)c3)c2)c1,C26H24N4O3S,58
CC12CCCC1CSC(=O)NC2=O,C9H13NO2S,25
COc1ccc(-c2nnc(SC)n2C(=O)c2ccc(F)cc2)c(OC)c1,C18H16FN3O3S,42
N#COS(=O)(=O)c1ccccc1,C7H5NO3S,17
CCCCC(=O)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C21H9F31O3,64
C=C(C)C(=O)Nc1ccccc1Oc1ccc(Br)cc1F,C16H13BrFNO2,34
CCNC(=Nc1nccc2cc(Cl)ccc12)N=C(O)C(F)(F)F,C14H12ClF3N4O,35
S=C1SCCCN1CCN1c2ccc3cc2N2CCCCC2C31,C18H23N3S2,44
O=C1CCC(OC2OC(COC(F)(F)c3cc(O)nc(=O)[nH]3)C(O)C2O)CN1C(=O)N1CCOC1=O,C19H22F2N4O11,52
CCOC(=O)CCCCCN1CCC(=O)N2C(=O)C3=CC=C3C(C)(C)C2C1,C21H30N2O4,56
CN1CCC(N(C(N)=O)S(=O)(=O)c2c[nH]c3c2ccc2cc(F)ccc23)CC1,C19H21FN4O3S,47
COc1ccc(CN2CCN3CC4N(CC23)C2CCC4(C)C(C)(C)C2O)cc1OC,C24H37N3O3,64
Cc1nc2sc1c(=O)n2CCCN1CCCC(COc2cc(Cl)ccc2Cl)C1,C20H23Cl2N3O2S,51
Cc1nc2sc3c(C)nn(-c4ccccc4Cl)c3n2c1C,C15H13ClN4S,34
CCN1CCCN(C2=CC=C2[N+](=O)[O-])C1=O,C10H13N3O3,29
CC(C)(C)c1cccc(Cl)c1OCCOC(=O)c1cc2cc3ccc2n1c3=O,C22H20ClNO4,48
CCOC(=O)c1ccc(OCCc2ccc(C)cc2)cc1,C18H20O3,41
CN(CCn1c(=O)[nH]c2cccnc21)S(=O)(=O)C(=CC=Cc1cccc2ncccc12)C=c1cccc2c1=NN=C2,C30H25N7O3S,66
CCn1c(NCCCCOC(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)cccc1=O,C22H29N3O5S,60
Cc1cccc(-c2cnc(N3CCN(c4ccccc4)C3=O)c3ccc(C(F)(F)F)cc23)n1,C25H19F3N4O,52
