smiles,molecular_formula,num_atoms
CN(CCCN1C(=O)C2=C3C(=O)C(C#N)=CC=C3C1=N2)Cc1ccc(Cl)cc1,C21H17ClN4O2,45
COc1cc(Cl)c(Cl)c(NC2C(=O)CCCC2O)c1-c1cc(F)c(F)cc1F,C19H16Cl2F3NO3,42
C=C(C=Cc1ccc(CN(C)c2nc3ccccc3s2)cc1)OC,C20H20N2OS,44
COc1ccc(NC(=O)c2cccc(SCC3C(C)NC(=O)N3c3nc([N+](=O)[O-])cs3)n2)cc1,C21H20N6O5S2,52
O=C(O)C=CC(=CC=Cc1ccc(O)cc1)C(=O)O,C14H12O5,31
CC(C)(C)C1(C)CN2CCN1CC2,C11H22N2,35
O=C(c1ccc2[nH]c(C(=O)N3CCCCC3=O)cn2c1=O)N1CCN(c2ccccc2)CC1,C24H25N5O4,57
CCCn1nc(-c2ccc(F)c3ccccc23)n(CCC2CCCCC2)c1=O,C23H28FN3O,56
O=C1CCCCC12CCCCC2,C11H18O,30
CN(C)c1nc(-c2ccccc2)c(Nc2c(N)sc3ccccc23)c(-c2ccccc2)n1,C26H23N5S,54
O=c1[nH]c2ccc1cc2OC1CCN2CCCC1C2,C15H18N2O2,36
COC(=O)C1CCC(Oc2cccc3c(=O)c4cc(OC)ccc4oc23)C1(C)C,C23H24O6,51
CC1CN(C(=O)c2cc(F)c(Cl)c3c(C(F)(F)C(F)(F)F)cc(Cl)cc23)C(=O)N1C(=O)C(C)(C)C,C22H18Cl2F6N2O3,52
COC(=O)c1ccc(N(c2cccnn2)c2c(OC)c3nnc2cc3C)cc1,C20H17N5O3,45
COC1=Cc2cc(-c3ccccc3)cc(=Cc3ccccc3)c2=C1,C23H18O,42
CCN(CC1CCCCC1)C(=O)N(C)C(=O)c1ccc(Cl)cc1,C18H25ClN2O2,48
O=C(O)CN(C(=O)Nc1cccnc1)c1ccc(Cl)cc1,C14H12ClN3O3,33
CC[S+]([O-])C(=O)N(c1ccc(Br)cc1)c1ccc(C)cc1Br,C16H15Br2NO2S,37
COc1cccc(C(F)(F)F)c1C=C(C(=O)N1CCCCC1)c1cccs1,C20H20F3NO2S,47
NC1=NC=NN(C(O)COc2ccc(O)cc2)N1c1cc([N+](=O)[O-])ccc1F,C16H15FN6O5,42
CCCCCCN(C(=O)Nc1ccccc1)C(N)=Nc1nc2nc3ccc2c(C)c13,C23H26N6O,56
CCSCCN(C(=O)C=CC(=O)Nc1ccc(Cl)cc1I)C(=O)C1C(Cl)=CC=C(C(F)(F)F)C1C,C23H22Cl2F3IN2O3S,57
COc1ccc(C)c(C(=O)NC2=NC3=CC=CSC(=N3)S2)c1,C15H13N3O2S2,35
CCN(c1ccc(I)c(C)c1)c1ncccc1-c1ccccc1,C20H19IN2,42
CN(CCCC(C)(C)C)S(=O)(=O)c1cc(S(=O)(=O)NCc2ccccc2)cc2c3ccc(c12)NS3(=O)=O,C25H31N3O6S3,68
COc1cc(-c2ccccc2C(=O)N(C)C)c2c3ccc4ccc(cc4-3)c3c4cccc(c4)c4c3[nH]c(c2c1)=CN4,C36H27N3O2,66
COc1ccc2nc(C3(C)CCN(C(=O)c4ccc(C)cc4)CC3)sc2c1,C22H24N2O2S,51
O=C(CCCCN1Cc2cccc1n2)N1CCCCC1,C16H23N3O,43
CCn1c(-c2ccccc2)c2n(-c3ccccc3C3COCCN3C(C)=O)cccc-2c1=O,C27H27N3O3,59
COC(=O)C1=C(CC2CCCCC2)N1,C11H17NO2,30
Cc1nnc(-c2ccccc2)n1C1CCCN2CC(CN3CCOCC3)N(C)CC12,C23H34N6O,61
OC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C10HF19O,31
O=C(c1ccccc1)N1N=NNc2ccccc21,C13H10N4O,27
O=C(C[S+]([O-])c1cccc(C(F)(F)F)c1)Nc1cc(Cl)ccc1Cl,C15H10Cl2F3NO2S,34
COP(O)(OC)(OC)OP(=O)(O)OC(C)=O,C5H14O9P2,30
CC(=O)N(CC1CCCCC1=O)C(=O)c1ccc(C)cc1,C17H21NO3,42
CCCCCCC(=O)OCCOC(C)=O,C11H20O4,35
O=C(NCCNCCOc1ccccc1-n1ccn2ccnc12)NC(=S)S,C17H20N6O2S2,47
O=C(Cc1ccccc1)N(CCn1ccnc1)C(=O)N1CCCCC1,C19H24N4O2,49
CON=CC=c1c2cccc1c(C(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])[nH]2,C17H12N4O6,38
CC12CCCC3(CCCCCN(C4=CC=C(N5CCCCC5)C4=O)C(=O)N=C4N=C(O3)N1C(=O)N4)C2,C26H34N6O4,70
CCN1CCc2nc(Sc3cc(C)ccc3C)nc(=O)n2C1=O,C16H18N4O2S,41
CC1=CC2=Cc3ccc(c(=O)[nH]3)C(=O)c3cccc(c3=C1)=CC=C(O)C=C2,C23H17NO3,43
COC(=CC=Cc1ccccc1)c1cccc(S(N)(=O)=O)c1,C17H17NO3S,39
CC(C)(C)OC(=O)C1=C2C(=O)C(=C(C(=O)OC3CCCC3)C3C(=O)OCCC23)C=C1C(=O)OC1CCCC1,C29H34O9,68
Clc1ccc(NCCN(c2cccc(Cl)c2)c2ccncn2)cc1,C18H16Cl2N4,40
CCOc1cc(Cl)ccc1S(=O)(=O)c1cc2ccc(C(=O)N3CCCCC3(C)C)cc2cc1OC,C27H30ClNO5S,65
Cc1nc(=O)nc(CCCCCCN2CCCCC2)[nH]1,C15H26N4O,45
O=C(Nc1ccccc1-n1ccnn1)c1ccc(Cl)c(O)c1,C15H11ClN4O2,33
CCn1c2nc(C)c1c(-c1ccc(C(=O)N(C)NC(=O)c3ccccc3)c(=O)[nH]1)n2,C21H20N6O3,49
