smiles,molecular_formula,num_atoms
CN1C(=O)NC(N2CCCCC2)=NN=C1SC#N,C10H14N6OS,32
C=CCCOC(=O)n1c(=O)nc(N)sc1=O,C8H9N3O4S,25
CSC(=S)C1=CC=CC1(F)F,C7H6F2S2,17
CCN1CCCN(C)C(=O)c2nc3sc4ccc(OC)cc4n3c(=O)c2C=CC1=O,C21H22N4O4S,52
N#Cc1ccccc1N(C(N)=O)C(=O)c1ccccc1,C15H11N3O2,31
COC(F)(F)c1ccc(C(=O)N2CCCC2)c2cc(C)ccc12,C18H19F2NO2,42
COc1c(Cl)ccc(N2C(=O)NC(CC(C(C)O)N3N=N3)C2=O)c1-c1cc(C(F)(F)F)[nH]n1,C18H17ClF3N7O4,46
O=C(c1ccccc1)c1cc([N+](=O)[O-])cnc1N1CCN(C(=O)COc2cc3c4[nH]nc(c4c2)CCC3)CC1,C28H26N6O5,64
COc1cc(C)c(OCC2CC(C(=O)N3CCCC(NC(=O)C(C)(C)C)C3=O)=C(C)C2=O)c(I)c1,C26H33IN2O6,66
NC(N)=NC(=CC=C1OCC(C(=O)N2CCCCC2)NS1(=O)=O)[N+](=O)[O-],C13H20N6O6S,45
COc1ccccc1C(CN(C)Cc1ccc(C(F)(F)c2ccccc2)cc1)=Nc1nc2cc(N)nc-2c[nH]1,C30H28F2N6O,67
Cc1nc2n3c1n2-c1c(-c2cccc(Cl)c2)nc-3n1C1CCCCC1C,C20H20ClN5,45
COc1ccc(Cl)cc1CCCN1CCC2CCC(CC(C)(C)C)N2C1=O,C22H33ClN2O2,60
CN1CCN(C(=O)N(C)c2ncnn2C)CC1,C10H18N6O,35
O=c1cncc(-c2ccccc2)n1CC1CCCC1,C16H18N2O,37
CCCCCCCCCCCCC(=O)N1CCCCC1,C18H35NO,55
Cc1cccc(NC(=O)Nc2c3ccc(C)c2N(C)C3=O)c1,C17H17N3O2,39
CCOc1ccc(Cl)cc1OCCC1CN(CCC2Nc3nc(C)ccc3-n3c2cc2ccccc23)C(=O)N1,C30H32ClN5O3,69
COc1ccccc1NC(=O)N1C=CC(=C2Nc3ccccc3N2)c2ccccc21,C24H20N4O2,48
CC1(C)Cc2c(C(=O)c3ccc(F)cc3)nc1nc2-c1ccccc1,C21H17FN2O,42
CC1CCCCCc2nc(cs2)CC1,C12H19NS,33
COCCC(C)=C1C(=O)C(OC)=CC=C1N(C)C1N=C2CCC3c4ccc(-c5ccccc5)cc4C(=O)N2C31,C32H33N3O4,69
COc1ccc(C(=O)NCc2ccc(NC(=O)Nc3ccc4c(F)cccc4n3)cc2)cc1,C25H21FN4O3,54
COc1cccc(CCCN(CCNC(=O)c2ccccc2)c2cccc3cc(F)ccc23)c1,C29H29FN2O2,63
COc1ccc(OC(CO)CCCCn2cc3n(c2=O)C(=S)N(Cc2cccc4c2OCO4)C3=O)c(OC)c1,C27H29N3O8S,68
C=Cc1ccc2c(O)c1C(=O)c1ccc3ccccc3c1-2,C19H12O2,33
CC(=O)OCC(CSc1cccc(Cl)n1)c1ccccc1,C16H16ClNO2S,36
COc1cc2ccc1C1=CC=C2C(=O)N(C)CC(c2ccccc2)=CC=CC=C1O,C26H23NO3,53
CN(C)c1cccnc1Nc1nnc2n1CCCN2,C12H17N7,36
COC(=O)N(CCCCC(=O)OCC(=O)Nc1ccc(=O)oc1)CC(=O)OC1CCCCC1,C22H30N2O9,63
N#Cc1ccccc1-n1c(=O)nc2n(c1=O)CC(S(=O)(=O)c1ccccc1)=CC=C(Cl)S2,C21H13ClN4O4S2,45
COc1cc(OC)c(C2=C3C(=O)OC4CC(OC(=O)C5CCCC5(C)C)C(O)C(OC3=O)C24C)cc1O,C27H32O10,64
CCCNC(=O)C(=CC=C1N=CN=C(C)N1C)Nc1ccc(OC)cc1,C19H25N5O2,51
Cc1ccc(C(=O)N2CCC3(CCCCC3)C2)c(C(C)(C)C)c1,C21H31NO,54
NC(=O)NC(=O)NCCCSCCC1=C2SC=C(C=C1)S2,C13H17N3O2S3,38
CSCCSCCN(C)C(=O)NC(=O)O,C8H16N2O3S2,31
COc1ccc(F)c(NC(=O)c2c3oc4c(c(Cl)ccc24)O3)c1,C16H9ClFNO4,32
CCN(C(=O)c1ccnn(-c2ccccc2[N+](=O)[O-])c1=O)S(=O)(=O)c1ccccc1,C19H16N4O6S,46
COC1=CC=C(c2cccc(Cl)c2)C(C2=CC=C(O)C=CC=C2C2CC2)C1,C24H23ClO2,50
COc1ccc(C(=NC=CC=Cc2ccccc2)NC(=O)c2ccccc2)cc1,C25H22N2O2,51
CCCCCCCC1CCN(CCN2c3ncn4nc2nc4n3)CC1,C18H29N7,54
COc1ccc(C)c(=O)n1C(C)(C)C,C11H17NO2,31
COCCNS(=O)(=O)c1c2ccc(OC)c1NC=N2,C11H15N3O4S,33
O=C(O)CCN1C(=O)c2ccccc2C1=O,C11H9NO4,25
COc1cc2ccc1c(CCC13CCCC14CCN(CC4)C3)c2,C21H27NO,50
CC1=C(CCC(C)(C)C)C2=C3C(=O)N(C4CN5CCC4OC5=O)CCC3=NC2=N1,C22H28N4O3,55
COc1ccc(C(=O)c2ccc(C(=O)c3ccc4ccc(C(=O)O)cc4c3)cc2OC)cc1,C27H20O6,53
CCOc1ccc2oc3c(NC(=O)CN4C(=O)N5C(=O)CCC5C4C(C)(C)C)ccc2c13,C24H27N3O5,57
Cc1ccc2c(OC(=O)C3CCCCN3S(=O)(=O)c3ccccc3)cccc2c1,C23H23NO4S,51
COC(=O)c1ccccc1-c1ccc2nc1OC2=O,C14H9NO4,28
