smiles,molecular_formula,num_atoms
CCCCCN1CCN2CCCC(=C(c3ccc4cc3S4)Sc3ccc(c4c3=CC=4)NC(=O)C1)C2,C29H33N3OS2,68
CCCN(CC(=O)Nc1ccncc1)c1cccc(C#N)n1,C16H17N5O,39
CCCCN(CCc1ccc(C)cc1)C(=O)c1ccccc1,C20H25NO,47
Cc1ccc2c3ccc(c(=O)n2CCC2CCCCC2)c3c1,C20H23NO,45
Cc1nc(N(C)CCCCC2C(=O)N3CCN2CC3)nc(S)c1C,C17H27N5OS,50
COc1ccccc1N(C(=O)c1cnc2nc1S2)C(=O)N(C)CN(C)C,C17H19N5O3S,45
COC1=CC2=CC2(Br)C(N2CC(=O)NC2=O)=C1,C11H9BrN2O3,26
CCSc1ccc2nc1N(C(=O)N1CCCC1)C(=O)N2,C13H16N4O2S,36
COc1cccc(-c2cc(OC)cc3cc(NC(=O)N4CCN(C)C4=O)c(Cl)cc23)c1,C23H22ClN3O4,53
CC(=O)N(CCC(=O)O)C(=O)c1ccc2sc(-c3cc(C)ccc3C)nc2n1,C20H19N3O4S,47
CCCCCCCCNC(=O)C(N)CCCCCCCNC(=N)N,C18H39N5O,62
O=C1C2=C(CCCC2)C(=O)N1c1ccccc1,C14H13NO2,30
Cc1nccc(C(=O)N(c2ccc(O)cc2)c2c(C)ccc3c(C(F)(F)F)cc(Br)cc23)n1,C24H17BrF3N3O2,50
O=C1N2CCC3C(C2OCCCOP(=O)(O)OP(=O)(O)O)n2nncc2N13,C11H17N5O9P2,41
O=C1N=C2NC(=NS2)Sc2cc([N+](=O)[O-])c(o2)N2CCN1CC2,C11H10N6O4S2,33
CN(C(COc1ccccc1O)c1ccccc1Cl)C12CCN(CC1)C(=O)NC(=O)NC2,C23H27ClN4O4,59
c1ccc2c(c1)Cc1ccc-2nn1,C11H8N2,21
CC(CCCOC(=O)c1cc2ccc1n2CCCN(C)C)NC(=O)c1cccc2c1C=C2,C26H31N3O3,63
COc1ccccc1CC1NC(=O)N(CCOc2ccc(F)cc2)C1=O,C19H19FN2O4,44
COC(=O)c1sc2nc1C(=O)N2C1(C)CCCC1,C12H14N2O3S,32
NC(CCc1cccc(Cl)c1)C(=O)N1CCCCC1,C15H21ClN2O,39
CCN(C(=O)c1ccccc1)c1nc(C)cs1,C13H14N2OS,31
Nc1nnc(CCc2ccccc2C(=O)NCCCOc2ccccc2F)s1,C20H21FN4O2S,49
CC(C)=CCCCC(=O)OC(=O)CCCN(C(=O)C=C(C)C)C(=O)CF,C19H28FNO5,54
COc1cccc(NC=Cc2ccc(C(=O)c3sccc3O)c(=O)n2C(=O)N2CCCC2)c1,C24H23N3O5S,55
COCCn1c(=O)n(-c2cccc3ccccc23)c2cc(Cl)ccc21,C20H17ClN2O2,42
CN1CCN(c2ccccc2C(C)(C)C)C1=O,C14H20N2O,37
Cc1cc(Br)ccc1-c1[nH]cc2[nH]c3c(Br)c(-c4ccccc4Br)ccc3c12,C23H15Br3N2,41
CN(C(=O)N1CC(=O)N(c2ccccc2)C1=O)c1c(-c2ccccc2)sc2ccnn12,C22H17N5O3S,48
C=CC=C1NC(Sc2ccccc2)=Nc2ccccc21,C17H14N2S,34
COc1ccc(C2=C(C(=O)c3cccc(OC)c3)CCC(=O)N2)cc1,C20H19NO4,44
CN(CO)CCOB(O)O,C4H12BNO4,22
COB(OCC1NC(=O)N(C)CC1N)OC(C)(C)C,C11H24BN3O4,41
Fc1ccn2c(Nc3ccccc3)nc(CCN3CCCC3)nc12,C18H20FN5,44
CC(C=CC=Cc1cccnc1)=Cc1ccccc1NC(=O)c1ccc([N+](=O)[O-])cc1,C25H21N3O3,52
CSC(=NN=C(c1ccccc1)c1ccc(Cl)cc1)Sc1ccc(C)cc1,C22H19ClN2S2,46
COc1c(Br)cc2c([N+](=O)[O-])ccc([N+](=O)[O-])c2c1-c1c(C)nnn1CC(=O)N1CCCCC1,C21H21BrN6O6,55
CN1N=C2C(=CC(F)=CC=C3CCCCC3)C=C1CN2Oc1ccccc1,C22H24FN3O,51
C1=CCC(c2nc3ccccc3[nH]2)C=C1,C13H12N2,26
CC1=C(C)C(NC(=O)c2cccc(S(=O)(=O)N3CCCCC3)c2)CS1,C18H24N2O3S2,49
Cc1nc(NC(=O)CN2CCCCC2)cc2nc(-c3ccc(F)cn3)n(C)c12,C20H23FN6O,51
CCN1CCCN(C(=O)c2cscc2OCCc2ccc(OC)c(OC(C)=O)c2)C1=O,C22H26N2O6S,57
COc1cc(N(C)C(=O)C#N)c2cc(Cl)c(OC)cc2c1,C15H13ClN2O3,34
CC(=O)Nc1ccccc1-n1nnnc1NC(C)C(=O)Nc1ccc(F)cc1,C18H18FN7O2,45
O=C(OC1C2NC(=O)N(CCOP(=O)(O)OC3CCCCC3)C21)c1nnc2c(Cl)c(Cl)ccn12,C19H22Cl2N5O7P,52
c1ccc(OCCN2CCN(C3CCCCC3)CC2)cc1,C18H28N2O,49
CN(CCCCCCCc1ccccc1)C(=O)N1c2ccc(cc2Cl)S1(=O)=O,C21H25ClN2O3S,53
CC(C)(C)C1=Cc2nccc3c(nc(-c4ccccc4-c4nccs4)n23)C1=O,C22H18N4OS,46
Cc1ccccc1OC(=O)c1ccc(O)c2ccccc12,C18H14O3,35
CCCCCCCC1=CC=C(C)C1=O,C13H20O,34
