smiles,molecular_formula,num_atoms
CCN(C(=O)c1ccc(OC)c(Br)c1)C(=O)C(C)NS(=O)(=O)c1ccc2sccc2c1,C21H21BrN2O5S2,51
CCn1c(N=C(c2ccccn2)N(CCC(C)C)c2ccccc2)nnc1-c1ccc(C)cc1,C28H32N6,66
COc1ccccc1-n1nnc2c1C(CCCn1c(=O)[nH]c(=O)n(C)c1=O)CCC2,C20H24N6O4,54
O=C(c1ccccc1)N1CCN(c2c3c4cc(O)ccc4n2CC3)C1=O,C20H17N3O3,43
CC(N)C(=O)NC(CCl)C(=O)O,C6H11ClN2O3,21
NS(=O)(=O)c1ccc(C=NC=Cc2ncnn2-c2ccncc2)c(Br)c1,C16H13BrN6O2S,39
COCCCCCCN1CCN(CCC2CCCn3[nH]c(=O)n2c3=O)C1=O,C18H31N5O4,57
O=C1CCCCCCN1C(=O)N1CCOC1=O,C11H16N2O4,33
C=C(C(=O)N(CC)C(=O)Nc1ccccc1F)c1ccc(OC)cc1,C19H19FN2O3,44
ClCCCN1CCCCC1,C8H16ClN,26
N#Cc1ccccc1-c1c2n(c3ccccc13)CCOC2=O,C18H12N2O2,34
c1ccc2c(N3CCCCC3)nccc2c1,C14H16N2,32
CN(CCCCCc1cc(Cl)c(Cl)s1)CC(=O)O,C12H17Cl2NO2S,35
COc1ccc(-c2nnc(CCCC(C)(C)C(=O)c3ccccc3)s2)cc1,C22H24N2O2S,51
C1=CC(=c2ccc3c4c2N(N=C(Nc2ccccc2)c2ccccc2)C(=NC=3)N4)C=C1,C26H19N5,49
O=C(c1ccc(-c2ccccc2)cc1Cl)N(CCCN1CCOCC1)CCc1ccc(Cl)cc1,C28H30Cl2N2O2,64
O=C1OCCCN1c1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C11H9F3N2O4,29
CN=C1C(Oc2cccc(F)c2Br)CC(C2c3ccccc3OC2c2ccc(Cl)cc2)N(C(=O)c2ccc(C)cc2)S1(=O)=O,C33H27BrClFN2O5S,68
COc1ccc(Nc2ccccc2)c(C)c1,C14H15NO,30
CC(CN(c1ccccn1)c1nc2ccccc2c(=O)[nH]1)C(=O)O,C17H16N4O3,39
COc1ccc2[nH]c(CN3C(=O)NCC3c3cccs3)c(N)c2c1C(F)F,C18H18F2N4O2S,43
O=C(Nc1ccccc1[N+](=O)[O-])NC1OCCCC1N(Cc1ccccc1)C(=O)N=C1N=C2NN=C(S1)S2,C23H22N8O5S2,57
O=C1C2CCC(CCCC3=Cc4c[nH]c3nc4=O)N1CC(CN1CCCC1)C2,C22H30N4O2,55
CCOC1CCCC1OC(=O)c1cc(C(=O)OC)cs1,C14H18O5S,36
O=C(O)C1=C(c2ccccc2)C(=O)N1C1CCOC1,C14H13NO4,31
Cc1ccc(=O)n2c1C(=O)N(CCCCCCCC1(C)CCOCC1)C2=O,C21H30N2O4,57
Cn1ncc(=NN=Cc2ccccc2)nc1-c1[nH]cnc1C(=O)Nc1ccccc1,C21H18N8O,47
Cc1cccc(-c2nc(C(=O)C(C)N)cc3[nH]cnc23)c1,C16H16N4O,35
CC1=CC=CC2=CN3C(=NC(=C1)N3c1ccccc1C(=O)O)N2,C17H14N4O2,36
CCOc1ccc2c(C(F)(F)C(F)(F)F)nn(C3CC4CCN(C3)C4=O)c2n1,C17H17F5N4O2,44
Cc1[nH]c2ccccc2c1C(=O)c1ccccc1,C16H13NO,30
COC1=CC(C(=O)N(C)C(=O)C(=O)N2CCCCC2)=C1,C14H18N2O4,38
O=[N+]([O-])c1ccc2c3cc4cc(ccc4-c4ccccc4)c2c13,C20H11NO2,34
COC(=O)OC1CC2C(=O)OC1C(O)C2N(C(=O)c1cccc(-c2cccc(OC)c2)c1)C(=O)N(C)C,C26H28N2O9,60
O=C(OC(=O)c1cccc2ccccc12)c1ccccc1,C18H12O3,33
CCN(CCN1CCCCC1)C(=O)Nc1ccc2cccnc2c1,C19H26N4O,50
COc1ccc(Cl)c(C(=O)N2CCN(CCCCC=C(C)c3ccc(OC)c(Cl)c3)CC2)c1,C26H32Cl2N2O3,65
CN(C)C(=O)n1c2nnc1N(C)C(c1ccccc1)=N2,C13H14N6O,34
Cc1ccc(OCC(=O)NCCOCCCOc2nc3cnc4sc2c3s4)cc1,C20H21N3O4S2,50
CN(C)S(=O)(=O)c1ccc(C(=O)N2CCN(C(=O)CN3C(=O)N4CCC3CC4)CC2)cc1,C21H29N5O5S,61
Cc1ccc2c(=O)oc(N3CCCCC3)c(-c3ccc4c5ccc(c(=O)[nH]5)c4c3)n12,C24H21N3O3,50
C=C(Cl)C(Cl)=CC1=CC=CC2=CC(=NN=C(N)C(c3c(O)nc4nc3N4)=C1)N(CC)C2,C21H19Cl2N7O,49
Cc1ccc(N(C)C(=O)C(=Nc2ccsc2)NS(=O)(=O)c2ccccc2)cc1,C20H19N3O3S2,47
