smiles,molecular_formula,num_atoms
CCC1CCN(S(=O)(=O)c2ccccc2)CC1,C13H19NO2S,36
O=C(NCCCc1ccccc1C1SN=CC(Cl)=C1Cl)Nc1ccccc1,C20H19Cl2N3OS,46
O=C(OCCC1CCCCC1)C1=CC=C(COC(=O)c2ccccc2)C1=O,C22H24O5,51
C1Sc2nnc1s2,C3H2N2S2,9
CC(=O)OC(C)(C)C,C6H12O2,20
CCCCCCCNC(=O)C1=CC=CC1=O,C13H19NO2,35
Cc1ccc(OCCCN(C(=O)Nc2cccc3occc23)C(=O)c2cccc(Cl)c2)cc1,C26H23ClN2O4,56
O=C(CSc1cc2ccc1=CC(Cl)=CC=2)N1CCCC1,C16H16ClNOS,36
CN1C(=O)OC(C(O)N2CCCC2)C(NC(=O)c2cccc3nccn23)C1CO,C19H25N5O5,50
Cc1cnc(C(=O)N(C)C(C)(C)C)s1,C10H16N2OS,30
CCC1=CSC1=O,C5H6OS,13
Cc1ccc(C(=O)NCCC(C)NC(N)=O)s1,C11H17N3O2S,33
COCCOCCNC(=O)O,C6H13NO4,24
O=C(NCc1ccc(C(=O)Nc2ccc(C(F)F)cc2)cc1)c1ccc2ccncc2c1,C25H19F2N3O2,51
Cc1ccc(C(=O)OCCCCC(=O)c2cccc(C)n2)cc1,C19H21NO3,44
CN(C(=O)C=Cc1ccc([N+](=O)[O-])cc1)C(=O)c1ncn(-c2ccccc2)n1,C19H15N5O4,43
COc1ccccc1C(=O)N1CCC=C(C=Cc2ccc(-c3ccncc3)cc2)S1(=O)=O,C25H22N2O4S,54
C1=Cc2ccc([nH]2)C=C1Cn1c2ccc1c(Nc1ccccc1)n2,C20H16N4,40
Cc1nn2c(C)c1C(=O)C1=CC=C2N(CCCCC2CCCCC2)S1(=O)=O,C20H27N3O3S,54
CCN(C(C)=O)c1nc(=O)c2cc(C=Cc3ccc(C)cc3)ccc2s1,C21H20N2O2S,46
C=Nc1nc2ccccc2c(=Nc2cccc(Oc3ccc(C(=O)O)cc3)c2)n1C,C23H18N4O3,48
CC1=CC=C(C)C1C1CCCC(C)C1C,C15H24,35
c1nnc(-c2ccc(-c3cnc4n3C3CCCCC3C4)cc2)[nH]1,C18H19N5,39
CCc1cc(Cl)c(Cl)cc1Cl,C8H7Cl3,18
CN1CC(N2CCN(c3ccnc4ncccc34)C2=O)CC1=O,C16H17N5O2,39
CCC1=CC=CC(Cl)=CC=C1N1C(=O)CN(C(C)C(=O)O)C1=O,C16H17ClN2O4,40
O=C(c1ccccc1C(=O)N1CCN2CCN(CC2)c2ncnc1n2)N1CCCC1,C21H25N7O2,55
COc1ccccc1C(=O)B1CC=C2C(C(F)(F)F)=C(C(F)(F)F)C(=O)N12,C16H10BF6NO3,37
COc1cnc2c(n1)C(=O)N(C(c1ccccc1)c1ccccc1)CC2,C21H19N3O2,44
Cc1nnc(C(=O)N2CCC(C)(C)C2)c(S(=O)(=O)c2ccc(C(F)(F)F)cc2)n1,C18H19F3N4O3S,48
c1ccc2[nH]c(CN3CCCCC3)nc2c1,C13H17N3,32
CCOc1c(C)ccc(C(=O)O)c1-c1cc(C)ccc1C,C18H20O3,41
Cc1cccc2cc(-c3ncnc(-c4ccccc4C#N)n3)ccc12,C21H14N4,39
COc1ccc2snc(N3CCN(C4CCCCC4)CC3)c2c1,C18H25N3OS,48
CC(=O)OC(=O)C(C)C,C6H10O3,19
CN(CCCCC1CCCC1)C(=O)C1=CC2=C3C(=O)C(=CC=C13)C(=O)N2,C21H24N2O3,49
CC(C)(C)C1C(=O)OC2C3CCCCC3C(C(F)C1C(=O)O)C2C1(C)CCCCC1,C25H39FO4,61
N#Cc1ccc(NC(=O)CN=C(C(=O)Nc2ccc(Cl)cc2)c2ccc3ccccc3n2)cc1,C26H18ClN5O2,52
COc1ccc(N2CCN(C(=O)NCC=CC3=CN4C(=NN3C)N(C(C)C)c3ccccc34)C2=O)cc1Cl,C27H30ClN7O3,68
O=C(c1cc2ncccc2[nH]1)N1CCC2(CC1)CCN(C(=O)N1CCCC1)CC2,C22H29N5O2,57
CCCCN(Cc1cc2ccc3cccc4cc1c(c2)cc34)C(=O)NC1C2CC21,C26H26N2O,52
CCOC(=O)N(C)C(=O)CCCCNS(=O)(=O)c1ccc(Cl)cc1Cl,C15H20Cl2N2O5S,45
COC1=c2c3c(nn2CCOc2ccccc2)C(=O)C(S(=O)(=O)N2CCCCC2)=c2[nH]c=3c3oc1cc23,C26H24N4O6S,60
CC(C)=C(c1ccc(Br)cc1)c1cccnc1,C15H14BrN,31
Cc1ccc(C(F)(F)F)cc1NS(=O)(=O)c1c(C#N)ccc2c3ccc(c(C)c3)c12,C22H15F3N2O2S,45
CCN(C)c1cc(C#N)ccc1[N+](=O)[O-],C10H11N3O2,26
CCCCCCCc1cc(C(=O)OC(C)(C)C)oc(=O)c1,C17H26O4,47
CCN1CCN(C(=O)CCCCCN(CCS(=O)(=O)O)Cc2ccc3ccccc3c2)C1=O,C24H33N3O5S,66
COc1ccc(S(=O)(=O)OC)c(C(=O)N2CC3CC4CCCCN4C(C3)C2)c1,C20H28N2O5S,56
O=C1N2CCCC(C2)CN1CC1CCN(c2c3c4ccc2n(c4=O)CC3)CC1,C22H28N4O2,56
