smiles,molecular_formula,num_atoms
Cc1cccc2c1ccc1c(C(=O)N3CCN(C(=O)OC(C)(C)C)CC3)nn(C)c(=O)c12,C24H28N4O4,60
COc1ccc(C(=O)N(C)C(=O)Nc2ccccc2-c2nn(C)c3ccccc23)cc1,C24H22N4O3,53
CC(C)(C)N1C(=O)C2=C(Br)C1CCC2,C11H16BrNO,30
COc1cc2ccc1c(OC)c2C,C11H12O2,25
COc1ncccc1-n1nc(-c2ccc(C(=O)NC(=O)N(C)C)cc2)c2ccccc21,C23H21N5O3,52
Cc1ccc2c(=O)[nH]c(CCCC(C)(C)C)c(CN3C(=O)CCCC3=O)c2c1,C23H30N2O3,57
CCCNC(=O)N(CCCC(=O)NS(=O)(=O)c1ccc2cc1C2=O)CC(=O)NCC,C19H26N4O6S,56
C=C(C)N=C(NC(=O)c1ccccc1)Sc1nnc[nH]1,C13H13N5OS,32
O=C(OC(COc1ccccc1)C(=O)O)c1ccccc1,C16H14O5,34
COc1ccc(-n2c(C)nnc2-c2ccccc2F)nc1,C15H13FN4O,34
CCOc1cccc(SC(=O)OC2CSCCC2O)c1,C14H18O4S2,36
c1ccc(OCCOc2cc3ccc2o3)cc1,C14H12O3,29
O=C1C(Cc2ccccc2)N(C=Cc2cc3ccc2c2ccccc32)CC2CCCN12,C28H26N2O,55
CN(C(=O)c1cc(F)ccc1Br)c1ccccc1-n1cccc1C(C)(C)C,C22H22BrFN2O,49
C=C(C(=O)N1CCC(OC(C)(C)C)C1)c1ccc[nH]1,C15H22N2O2,39
CN(C)CCCCNC(=O)C1CN(C(=N)Nc2ccccc2)CCN1Cc1ccccc1,C25H36N6O,67
COC(=O)N(C)S(=O)(=O)c1ccc(C(O)=NC=Cc2ccc(OC)cc2F)cc1,C19H19FN2O6S,48
COC(=O)c1c[nH]c2c1C1C3CC3C(OC3C(C(=O)O)C(C(=O)O)C(O)CN3C2=O)C(O)C1C1(C)CCCC1,C27H34N2O10,62
O=C1OC(=O)c2ccc(Br)cc2C(=O)Oc2ccccc21,C15H7BrO5,28
CC(C)(C)C1CC=C2C(=O)N(CCCC1)C(=O)c1ccccc12,C20H25NO2,48
CN(C)C(=O)N1CC(C(=O)Nc2ccccc2Cl)=CC=C1c1cc(C(F)(F)C(F)(F)C(F)(F)F)ccc1C(F)(F)F,C25H18ClF10N3O2,59
CN(C)C(=O)c1cccc2ccccc12,C13H13NO,28
CCOc1cc(C)cc2c1C1=NS(=O)(=O)NC(=C2C)N1,C13H15N3O3S,34
Cc1ccc(C(C)(C)CC(Cn2c3nc(=O)n(c2=O)CC3)OC(=O)C(C)(C)C)cc1,C23H31N3O4,61
COc1cc(OC)c(-c2nnc(C(O)C3OC3N3CCC4(CCCC4)CC3)o2)cc1OC,C23H31N3O6,60
O=C(O)CNC(=O)c1ccccc1Sc1c2ccccc2nc2c1c(=O)oc1ccccc12,C25H16N2O5S,49
CC(=O)NC(=O)c1ccc(I)cc1,C9H8INO2,21
CC(C)(C)OC(=O)C1=C2CC1(C)CCS2,C12H18O2S,33
CN(C(=O)Nc1nn2c(F)ccc2n1C)C(=O)c1ccccc1F,C15H13F2N5O2,37
CC(=O)C1=C(C(=O)c2ccccc2)CCCS1,C14H14O2S,31
O=C(O)COc1ccc(-c2cc3ccc2cc3)cc1,C16H12O3,31
CC(C)(C)C1CCCC(C2CCCCC2)=C1C(=O)C1CCCCC1,C23H38O,60
CCOC(=O)c1ccc(CNC(=O)NCCC(F)(F)C(=O)Nc2ccc(SC3CC3)cc2)o1,C22H25F2N3O5S,58
CN1CCCn2c1nc(Cl)c2-c1cccc(Oc2ccccc2)n1,C18H17ClN4O,41
CN(C(N)=O)c1ccccc1,C8H10N2O,21
CCC1CC(=O)Nc2ncc(c(N)n2)C(=O)N1,C10H13N5O2,29
CC(OC(=O)c1cccnc1)C(=O)N(C(=O)c1ccccc1)C(=O)c1cccnc1,C22H17N3O5,47
O=C(N1CCC2(CCCCC2)CC1)n1c(=O)c2ccc1c1nn[nH]c21,C18H21N5O2,45
O=S(=O)(Nc1nc2n(n1)CCN2CCOc1cccnc1)c1ccccc1,C17H18N6O3S,45
CC(=O)N1C(=O)C=C(C)C(CCCC(O)=S)C1=O,C12H15NO4S,33
Cc1ccc(C(=O)c2nnnn2CC(=O)NC2CCC(C)CC2)cc1,C18H23N5O2,47
COC1N=C(F)C=C(Cl)N=CN=C2N3CC1N2C3=O,C10H9ClFN5O2,26
CCCCCCCCCN(C(=O)c1c2c(OC)c(C(=O)c3ccccc3)n1c(=O)[nH]c2=O)C(=O)N(C)C,C27H34N4O6,70
N#Cc1cc2ccc1C=C(NC(=O)N1CCOC1=O)C=C2,C15H11N3O3,32
COCCN1C(c2cc(-c3c4ccc(F)c3O4)ccc2N2CCCC2)=CC=Cc2ccc(C)cc2S1(=O)=O,C30H29FN2O4S,67
COc1ccccc1CC1CCCC(=O)N1C(C(=O)N(C)C(=O)Nc1ccccc1)c1cccc(F)c1Cl,C29H29ClFN3O4,65
COc1ccccc1OCCN(C(=O)OCCOc1ccccc1)C(=O)c1cccnc1,C24H24N2O6,56
COC1=CC=C1C(=O)OCCO[As](=O)=O,C8H9AsO6,24
NC(=O)C(=CC=C1C=C(C(=O)Nc2ccccc2)C2C=CC=CC2O1)C=c1ccc2c(n1)SC=CC=2,C29H23N3O3S,59
Fc1ccc2c(c1)C1N(C=Cc3nnc(-c4ccccc4)n31)C2=NNc1ccccc1,C24H17FN6,46
