smiles,molecular_formula,num_atoms
CC1=NC(=O)C(C(=O)OC(C)(C)C)=C1C(=O)N(C)C,C13H18N2O4,37
O=C1OC2CCN3CCC4CCCCC4=C1C(O)C23,C15H21NO3,36
COc1ccccc1OCCOc1cc2ccc1c(=O)o2,C16H14O5,35
CCCCCCCCc1cccc(C)c1,C15H24,39
COC(=O)C(=C(C(=O)OC)c1ccc(Br)cc1)c1ccc(Br)cc1,C18H14Br2O4,38
c1ccc(-c2ccccc2)cc1,C12H10,22
C=CC=C(Nc1nc(-c2ccccc2)no1)C(=O)NC(=N)N,C14H14N6O2,35
CC(C)(C)CCN(Cc1cccc(F)c1)C(=O)c1nc2ccccc2c(=O)[nH]1,C22H24FN3O2,52
CC(C)(C1CCCC2(CCC(C3CCCCC3)CC2)C1=O)P(=O)([O-])OP(=O)([O-])[O-],C20H33O7P2-3,60
COC1=Cc2cc(S(=O)(=O)OC)ccc2S(=O)(=O)c2ccc3c4nc(c([nH]4)c3c2)-c2ccc(C)c1c2,C26H20N2O6S2,55
COCCCCC1OC(C(OC)Oc2cccc3oc4c(C(=O)O)oc(=O)c-4cc23)C(O)C1O,C23H26O11,55
COc1cc2c(c(Cl)c1Cl)-c1cccc(c1N1C(=O)N(c3ccccc3)C(C)=CC1C)S2,C25H20Cl2N2O2S,51
CC(=Nc1ccccc1C)c1cccnc1,C14H14N2,30
CN1N=C=NC=C1C=C1N(C)N=C(c2ccccc2)N1c1cc(C(F)(F)F)ccc1NC(=O)NCc1cccc(Cl)c1Cl,C29H23Cl2F3N8O,66
O=c1nnc2c3nc(Sc4ccccc4)n(n3)c2n1CCC1CC2CCCN(C2)C1,C21H23N7OS,53
CCCCOC(=O)c1ccc2c(OC)ccc(C#N)c2c1OCC,C19H21NO4,45
CCC1=Cc2ccc(C(F)(F)F)cc2NC(C2COC(=O)N2C)=N1,C16H16F3N3O2,38
CNS(=O)(=O)C1=CC=C(C=CC=C(Br)C=C(C)C)CC1,C15H20BrNO2S,40
CC1(C)NN=C(SCc2ccc(F)cc2Cl)S1,C11H12ClFN2S2,28
C=CC=Cc1ccccc1O,C10H10O,21
O=S1(=O)OC(CCOc2cccc(F)c2F)CCOC2=CC=CC1=CC=C2Cl,C19H17ClF2O5S,44
CCCCCNC(=O)CN1C(=O)N(C2=C3CCCCN3CC2)C2C(c3ccccn3)CCCC21,C27H39N5O2,70
COc1ccccc1OCCCCCOC(=O)c1ccc2cc1C2=O,C20H20O5,45
Cc1ccc(C(=O)n2c(=O)n3cccc3c3ccc(Cl)cc32)s1,C17H11ClN2O2S,34
CC(C)(C)n1c(N(CCN2CCN3CCCC2C3=O)C(=O)c2ccccc2)nc2[nH]nc(-c3ccco3)c21,C28H33N7O3,69
O=C(c1ccco1)N1CCN(CCN2CCN(C(=O)NOP(=O)([O-])[O-])C2=O)CC1,C15H20N5O8P-2,49
CCN(C(=O)C(C)(C)C)c1cc2ccc1C(=CC(C)=C(C)C)C2=O,C21H27NO2,51
CCN1CCN(c2c(-c3ccccc3)n(C(=O)c3ccc(Cl)cc3)c3c(Cl)cc(Cl)cc23)CC1,C27H24Cl3N3O,58
CCC(C)OC(=O)c1cc2ccc1CC2,C13H16O2,31
COc1ccc(C=CC=Cc2ccc(C)nc2N)cc1,C17H18N2O,38
Oc1ccc2ccccc2c1,C10H8O,19
CC1(C)CCOS(=O)(=O)C1=C1CC2CN(CCO2)C1=O,C13H19NO5S,38
COc1ccc(OC)c(C(=O)N(c2nc(C(=O)O)ccc2C)C(C)C)c1,C19H22N2O5,48
CCCCCCCC1Cc2c(cnc3nc4ccccc4cc23)C(=O)N1C1CCCCC1,C28H35N3O,65
O=c1[nH]c2ccc(C(Cl)=CC=C(O)Cl)cc2[nH]1,C11H8Cl2N2O2,24
CCn1cc(S(=O)(=O)c2ccc(F)cc2)cc(S(=O)(=O)N2CCCCC2)c1=O,C18H21FN2O5S2,49
N#Cc1ccccc1N(CCOc1ccccc1C(=O)N1CCCC1)CC1CC1,C24H27N3O2,56
COc1ccccc1N1CCc2nc(N)nc(-c3ccccc3)c2C1=O,C20H18N4O2,44
COc1ccc2sc(N3C4CC5CCN(C(C5)C4)S3(=O)=O)nc2c1,C16H19N3O3S2,43
COc1ccccc1S(=O)(=O)N(CCN(C)C)c1ncc(C)[nH]1,C15H22N4O3S,44
COC(=CSCc1ccccc1Cl)C(=O)N1CCN2CCC3C(C2C1)n1c(=O)n3c2cc(C(=O)O)ccc21,C27H27ClN4O5S,62
CC(=O)C1=C(C(=O)N2CCCCC2)CCCC1,C14H21NO2,38
Cc1ccc(-c2cccc(C(=O)NC3CCCN(CC4OCc5ccccc54)CC3)c2)[nH]1,C27H31N3O2,60
Cc1nc(N)nc(N2CCN(CC(=O)c3ccccc3)CC2)n1,C16H20N6O,43
Cc1ccccc1C(=O)Nc1nc2n(n1)CCN2C,C13H15N5O,34
O=C1C(CCCCC2CCC(N3CCCCC3)CC2)N2CCN1CC2,C21H37N3O,61
CCCN(C(=O)c1nnc(C)cc1C(=O)c1ccc(F)cc1C(F)(F)F)C(=O)N(C)CC,C21H22F4N4O3,54
COC(O)(OC)OC(=O)CN(C)C,C7H15NO5,28
O=C(Nc1ccc(O)cc1)c1cc2ccc1o2,C13H9NO3,26
CN(C(=O)c1ccc(C(=O)O)cc1)c1cccc(F)c1,C15H12FNO3,32
