smiles,molecular_formula,num_atoms
C=C1C=C(Nc2cccc(Cl)c2)C(=O)N(c2ccccc2)C1=O,C18H13ClN2O2,35
N#Cc1cc(CCCN2CCCCC2)ccc1N1CCC1,C18H25N3,46
O=c1oc2ccccc2cc1CCCCCCC1CCCCC1,C21H28O2,51
CN(CCN1CCN(C(=O)c2ccc(-c3ccccc3)cc2)CC1)c1ccc2c(c1)N2,C26H28N4O,58
CC(C)Cc1ccc2n1C(=O)NC2=O,C10H12N2O2,26
CCCNC(=O)c1ccc(C(=O)NCC)n1C(C)(C)C,C15H25N3O2,45
CCCCCCN(C(C)=O)c1nc2nc(C)c1c(=O)n2CC,C16H24N4O2,46
CC(C)(C)OC(=O)NCCCN(C(=O)O)C(=O)NC(=O)NCO,C12H22N4O7,45
CCN1CCCN(CCN(CCc2ccccc2C#N)c2ncnc(-c3ccc(Cl)c(Cl)c3)n2)C1=O,C26H27Cl2N7O,63
COc1cc([N+](=O)[O-])cc2[nH]c(SC(C)=C(C)c3ccccc3NC(=O)N3CCCCC3)nc12,C24H27N5O4S,60
Cc1ccccc1C(=O)c1ccc(C)c2ccccc12,C19H16O,36
COc1ccc(C(F)(F)F)cc1N=C(NS(=O)(=O)O)c1ccc2[nH]c(=O)c3ccccc3c2c1,C22H16F3N3O5S,50
O=C1Nc2ccc(cc2)Nc2nc(OCCCN3Cc4ccc3cc4)c1s2,C20H18N4O2S,45
CCCCCN1CC2NS(=O)(=O)c3cc2c(cc3C(F)(F)F)C=C2C(=O)NC3CCCC2C31,C23H28F3N3O3S,57
CN(C)C(=O)Cn1c(N2C(=O)n3c2cc(F)cc3=O)nc2c3ccccc3ccc21,C21H16FN5O3,46
CC(=O)N1CCCCC1=O,C7H11NO2,21
COc1ccc(C)cc1OCCC(CCN1C(=O)c2ccc(C)cc2C1=O)C(=O)O,C23H25NO6,54
CCN(C)C(=O)NC(=O)c1cnccc1-c1ncc(C)n1-c1cccc(F)c1,C20H20FN5O2,48
CCN1CC(N(Cc2nc3ccccc3[nH]2)C(=O)c2cccc(C)c2)=NN=C1c1ccccc1C,C28H28N6O,62
CN(C)S(=O)(=O)c1ccccc1C=C1c2cnccc2OC2CCCC12,C20H22N2O3S,46
N#Cc1ccc2nc1-c1cccc(c1)NCCCCN2CCN(Cc1ccc(Cl)cc1)c1ccccc1,C31H30ClN5,67
COc1cccc(C(=CC=C(OCc2ccc(Cl)cc2)C2(F)C=CC=CC2)C(F)(F)F)c1,C25H21ClF4O2,53
CCc1nc2ccccc2n1-c1ccc(C(=O)O)nc1C,C16H15N3O2,36
CC(C)=CCCCCCCCCCC(C)(C)C1OC2OC(=O)OC1C2O,C21H36O5,58
CC(C)(C)c1cccc([N+](=O)[O-])c1,C10H13NO2,26
C=C(Cl)C=Cc1ccccc1C(=O)OCCOc1cc(C)ccc1C(C)(C)C,C24H27ClO3,55
Cc1ccc(Cl)c(NC(=O)CC2CC(NC(CN3CCCC3)C(=O)NC=c3nc4sc3=CS(=O)(=O)N4)C(=O)N2)c1,C25H30ClN7O5S2,67
Cn1c(C(=O)O)nc(C(=O)O)c(-c2cc3ccc2c(=O)o3)c1=O,C14H8N2O7,31
Cc1ccc(C(=O)N2Cc3ccc(F)cc3N(CCCN3CCCC3)C2=O)nc1,C22H25FN4O2,54
Oc1ccn(-c2nnc(Sc3ccc(C(F)(F)F)cc3)s2)c1,C13H8F3N3OS2,30
CCNc1nc(NN=C2C(=O)c3ccc2cc3)nc(Nc2ccccc2)n1,C19H17N7O,44
CCCCCCCCCC(C)NC(=O)N1CC(C(=O)O)OC1=O,C16H28N2O5,49
CCN(CC)C(=O)c1ccc(Cl)cc1,C11H14ClNO,28
CCCCN(CCCNC(=O)Cc1cnnc(-c2cccc(S(=O)(=O)O)c2)[n+]1[O-])C(=O)N(C)C,C21H30N6O6S,64
O=C1CSC2=Nc3cccnc3N=C(c3ccccc3)N2CCN1CCCc1ccccc1,C26H25N5OS,58
Cc1sc(N(C)C(=O)CNc2nccc3ccccc23)nc1COC(=O)c1ccccn1,C23H21N5O3S,53
Cc1ccc(C2CCCC(c3ccccc3)N2C(=O)c2ccccc2)cc1,C25H25NO,52
CN(CC1COCCO1)C(=O)c1ccc(Cl)c(C#N)n1,C13H14ClN3O3,33
O=c1[nH]c2ccccc2c(O)c1-c1ccccc1,C15H11NO2,28
CCC(C)C(=O)NC1=NC(=O)c2nc(C)ccc21,C13H15N3O2,33
CC(C)(C1=CC=C(c2cc(Cl)ccc2Cl)S1(=O)=O)c1ncno1,C15H12Cl2N2O3S,35
COCCOCCCCCN1CC(=O)N(Cc2ccc(-c3nc4cnc3nn4)o2)C1=O,C20H24N6O5,55
Cn1c(Nc2ccc(Cl)cc2)nnc1C(C)(C)C,C13H17ClN4,35
CCN(C(=N)Nc1ccccn1)C(=O)c1ccc(OC)cc1,C16H18N4O2,40
O=C1NC2CCCCOC3=CC=Nc4ccc(cc4)C2N1CCC3,C19H23N3O2,45
O=C(NCc1ccccc1)NC(=O)c1ncnc2cccn12,C15H13N5O2,35
c1cc2ccc1c1c2N(CCN2CCCCC2)CCO1,C17H22N2O,42
CCOC1=C(Cl)c2scc1c2C(=O)NC(C(=O)OC)C(O)C1CCCCC1,C19H24ClNO5S,49
Cc1ccc(Cl)c(OCCCn2c(=O)c3ccc2nc3N(CC(C)(C)C)c2ccccc2F)c1,C27H29ClFN3O2,63
O=C(NC1=NOCCN1c1nc(C(=O)Nc2ccccc2)cs1)c1ccccc1,C20H17N5O3S,46
