smiles,molecular_formula,num_atoms
CC1(C)COC(=O)N(c2sc3c(I)ccc(C(F)(F)F)c3c2C(=O)N2CCCCC2)C1,C21H22F3IN2O3S,53
CCN(C(=O)c1ccc([N+](=O)[O-])n1C1CC1)c1cccc2cc(OC)ccc12,C21H21N3O4,49
O=C1N2CCCC(C2C2CC(Cl)=CC=C2Cl)N1c1ccccc1,C18H18Cl2N2O,39
CC(C)c1nc(-c2ccccc2)cs1,C12H13NS,26
Cc1ccc2nc(N(C)C)sc2n1,C9H11N3S,24
CN1CCOc2cc(C(C)(C)C)ccc21,C13H19NO,34
CN(C)CCN(C(N)=O)C(=O)N[N+](=O)[O-],C6H13N5O4,28
CC(C)(C)C1CN2CCC1CC2c1cccc(-c2ccccc2)c1,C23H29N,50
CC(C)(C)N1CCCC1Cn1c2ccc3c4ccc1c3c2s4,C19H22N2S,44
COc1ccc(-c2ccccc2-c2ccc(S)nc2C(=O)Nc2cccc(OC)c2)cc1,C26H22N2O3S,54
CN(C)CCCNC(=O)c1c2sc3c(cn(C)c13)S2,C13H17N3OS2,36
Cc1ccc2c3ccc(nc3N(C)C(=O)c3ccc(OCC[S+](C)[O-])c(C(F)(F)F)c3F)c2c1,C24H20F4N2O3S,54
CCOC(=O)C(=CC=Cc1ccc(C(F)(F)F)cc1)N1CCCCC1=O,C19H20F3NO3,46
Cc1sc(N2CCN(C)CC2)nc1C(=O)NC(C)(C)C,C14H24N4OS,44
COc1cccc(S(=O)(=O)N2c3cc4cc(OCCCCN5CCCC5=O)c(OC)cc4c(n3)CC2C(=O)O)c1,C28H31N3O8S,70
CC1(C)CCN(CC2CCN(C(=O)c3cccc4ccccc34)CC2)C1=O,C23H28N2O2,55
N#Cc1cc(C(F)(F)F)ccc1-c1ccccc1N1CCN(c2nccc3cc(F)ccc23)C1,C26H18F4N4,52
CCOC(=O)Nc1sc2c(N(C#N)CCCCOC(C)=O)c1C#C2,C16H17N3O4S,41
CCC(=O)N(C(=O)c1ccc(-c2cccc(OC)c2)cc1)c1nc2ccc1nc2-c1ccccc1,C29H23N3O3,58
COc1nc(NC(=O)N2CC(C)CC[S+]2C(=O)OCCCCN(Cc2ccc(C)cc2)C(=O)[O-])ncc1C#N,C26H32N6O6S,70
COc1ccc(-c2cc3c(OC4OC5CC(C)(C)C4OC5=O)c(c2)C(=O)O3)cc1C,C23H22O7,49
CN1C(=O)c2csc(n2)NC(c2cccc(C(F)(F)F)c2)=C1C(=O)c1ccccc1,C21H14F3N3O2S,44
C=C(C=Cc1ccccc1)CN1C(=O)N2CCC1C(OCc1ccccc1)C2,C24H26N2O2,52
CC1=CC=C(C#N)C=CC=C1CN1C(=O)CCC1=O,C15H14N2O2,33
COC(C=CC(=O)NC(=O)c1ccccc1)=CNc1ccc(O)cc1,C19H18N2O4,42
CN1C(=O)N(C)c2nn3c(=O)n2CC2CCN(CC2)C2=CC3=CC=CC=C21,C19H22N6O2,49
CC1(Cn2c(=O)n3c4nnc3sc2n4)CCCCC1,C12H15N5OS,34
CC1=NC(=O)C(=CC=CC=C=C(Nc2n[nH]c3ccccc23)c2ccccc2)C=N1,C24H19N5O,47
COc1cc(Oc2c(Cl)c3ccc2c(=O)o3)ccc1Cl,C14H8Cl2O4,28
CC1=CC=C2CC(=O)N(Cc3ccccc3C(=O)N1)C2=O,C16H14N2O3,35
O=c1[nH]c2cccc(F)ccc3[nH]c(=O)n1CC(O)CC1=CC=c3c2=CC=C1,C21H18FN3O3,46
O=C1C(=CNc2ccc(Oc3ccccc3F)c(F)c2)C=CC=C1C(=O)N1CCCC1,C24H20F2N2O3,50
FC(F)(F)c1ccc(C(Cc2ccc3c4sc(nc24)N3)c2ccccc2)cc1,C22H15F3N2S,41
CN1Cc2ccccc2NC1=O,C9H10N2O,21
CC12CC3=CC=CC=c4ccccc4=CC=c4sc(nc4=C3)N(CC1O)C2,C23H22N2OS,48
N#Cc1nc(C(O)=c2cccc3c2=CC=C3)c(N)nc1O,C15H10N4O2,31
CC(Sc1ccccc1C(=O)O)=C1C(=O)NC(=O)NC1=O,C13H10N2O5S,31
CC(=NC1=C2SC(=O)N(C1)C2=O)C(C)(C)C,C11H14N2O2S,30
O=C1C(=O)N(CCc2ccc(Cl)cc2Br)C(=O)c2ccccc21,C17H11BrClNO3,34
Cc1ccc(N(C(=O)c2ccc(C)nc2)c2ccccc2)cc1,C20H18N2O,41
NC(=CSc1ccccc1F)c1ccco1,C12H10FNOS,26
C=CC=CC=CC=C1N=C(CC)c2ccccc2C1=O,C18H17NO,37
O=c1[nH]nc(-c2ccccc2[N+](=O)[O-])[nH]1,C8H6N4O3,21
CC(=O)Nc1nc2nc(-c3ccccc3)nn2c(N)c1C(F)(F)Cl,C14H11ClF2N6O,35
CC(C)(C)C1C=C2C=C(C1)O2,C10H14O,25
O=C(C1=C2CC(C(=O)N1)C1C(=N2)Nc2ccccc21)c1ccccc1,C20H15N3O2,36
COC(=O)c1ccccc1C(=O)C12CCCCC1CCCC2,C19H24O3,45
COC(=O)c1c(-c2ccc([N+](=O)[O-])cc2)oc2cc([N+](=O)[O-])ccc12,C16H10N2O7,35
C=C(C=C(CCN(CCC)C(=O)N1c2ccc(cc2)S1(=O)=O)OC)S(=O)(=O)O,C17H22N2O7S2,50
Brc1ccc(-c2n[nH]nc2-c2ccccc2)cc1,C14H10BrN3,27
