smiles,molecular_formula,num_atoms
CC(Nc1nnc(-c2ccccc2)o1)C(=O)N1CCNCC1,C15H19N5O2,39
O=C(O)c1cc([N+](=O)[O-])ccc1C(=O)N1CC(=O)c2ccccc2C1=O,C17H10N2O7,36
COc1cccc(C2NC(c3cnc4oc5ccccc5c4c3)=NN2C)c1,C21H18N4O2,44
Cc1ccc(-c2[nH]c(=O)n(-c3cc[nH]c3)c2Nc2ccccc2S(=O)(=O)N2CCCC2)cc1,C24H25N5O3S,57
CCOC1C(O)C(O)C(O)C(O)N1CC1OC(O)C(O)C1O,C12H23NO9,36
Cc1c(Cl)cc(C(F)(F)F)nc1-c1cnc2ncccn12,C13H8ClF3N4,29
COc1cc2cc(OCCCCCCC3SCCOC3C3OC(=O)OC3C)c1s2,C21H28O6S2,53
CCCN(C(C)=O)C(=O)CN(C(=O)OCC)c1nc2ccc1c1ccc(OC)cc21,C22H25N3O5,55
Cc1nc2c(C(=O)N(C)C)cccc2[nH]1,C11H13N3O,27
COC(=Cc1ccc(C)cc1C#N)C(=O)c1ccccc1C,C19H17NO2,39
Cn1nc(Nc2ccccc2N2CCCC2)c2ccc(OC(C)(C)C)nc21,C21H27N5O,54
COCCOCCN(C)C,C7H17NO2,27
COc1ccccc1C1=C2OC(C(=O)N3CCCCC3)=NC1=C2C(=O)N1CCCC1,C23H25N3O4,55
CCC(C)OC(=O)c1ccc(C2=CC(Cl)=C2)n2c(=O)n(C)nc12,C16H16ClN3O3,38
COc1ccc(S(=O)(=O)OCc2ccccc2C2=NN3C(=O)CN2c2ccc(Cl)cc23)c(Cl)c1,C23H17Cl2N3O5S,51
O=C(Nc1ccc(Cl)cc1)N1Cc2ccsc2C1=O,C13H9ClN2O2S,28
COc1ccc(-c2cccc(OCCN3CCCC(C)C3=O)c2)cc1OC,C22H27NO4,53
Cc1c(C(=O)N(C)C)nc2n1CCN2C,C10H16N4O,31
Cc1cc2cc(-c3ccc(-c4cccc([N+](=O)[O-])c4)cc3)c1[nH]c2=O,C20H14N2O3,39
COc1ccc(OCCCCCN2C(=O)C(=CC=Cc3cccc4ccccc34)C(=O)N(C)C2=O)cc1,C30H30N2O5,67
Cc1sc2c(C)[nH]cc2c1CN(CCC(=O)O)C(=O)c1ccccc1,C19H20N2O3S,44
O=C(O)C1=NN=C(c2ccc(F)cc2)CC1,C11H9FN2O2,25
O=C1C2=CC=C1C(=O)N(CCOCC1CCCCC1)C(=O)Nc1ccccc1C2=O,C23H24N2O5,54
O=C(O)CCCOC(=O)c1sc(=S)n(C(=O)N2CCOCC2)c1C(=O)O,C14H16N2O8S2,42
O=C(c1c(CCCOc2ccccc2)cc(-c2ccccc2[N+](=O)[O-])oc1=O)N1CC2OC1C(O)C2O,C26H24N2O9,57
COc1ccc(C(=O)NC2CC2)cc1,C11H13NO2,27
CC(=O)N(C)C(=O)N(C)C(=O)n1c(SCC(=O)O)nc2cc(Cl)ccc21,C15H15ClN4O5S,41
CCSc1nc(=O)n(CC)c(=O)[nH]1,C7H11N3O2S,24
COc1cc(O)c(C(=O)OC(C)=O)c(Oc2ccc(C(=O)OCC(=O)O)cc2OC)c1,C20H18O11,49
Cc1c(-c2cccc(F)c2)ncc2[nH]c(=O)n(-c3ccccc3C#N)c12,C20H13FN4O,39
CCOCCN1CCN(C(=O)c2ccc(S(=O)(=O)N3CCNC(=O)C3)cc2OC)CC1,C20H30N4O6S,61
CCCCCN1CCN(C(=O)c2cc3ccccc3n2-c2ccccc2)C1=O,C23H25N3O2,53
CC(C)n1[nH]c(=O)n(C2CCCC2Oc2ccccc2)c1=O,C16H21N3O3,40
CC(C)=CC=CC=C(C)CCN1CCCC1=O,C15H23NO,40
O=C(c1ccccc1)N1CC2CCC3(CCCC3)C(=O)N2C1=O,C18H20N2O3,43
CCCCC(=O)OC(C)(C)C,C9H18O2,29
COc1ccc(-n2cc(C(=O)NCC3(N(C)C)CCCCC3)sc2=O)cc1[N+](=O)[O-],C20H26N4O5S,56
O=C(CCCCC1CCCCC1)C(=O)N1CCCC1=O,C16H25NO3,45
O=C(OCC(=CC(Cl)=C1C2CN3CCOC1C3CO2)N1CCCC1)c1ccccc1,C23H27ClN2O4,55
O=C(Nc1nc(Nc2ccccc2)sc1C(=O)N1CCOCC1)c1ccc(O)cc1,C21H20N4O4S,50
CC(C(=O)OC(C)C1OC(=O)OC1C)=C1CCCCC1,C15H22O5,39
CCOC(=O)C(C)=CC=C(CC1=NCCCC1)Sc1nnc(-c2ccccc2)[nH]1,C22H26N4O2S,54
C=Cc1ccc(OC(=O)c2ccc(F)cc2OC)cc1,C16H13FO3,33
C=C(C(=O)N1CCCCC1)S(=O)(=O)N1CCSC1=S,C11H16N2O3S3,35
CC1(C)CN(C(=O)c2ccc(Cl)cc2)C(=O)c2ccc(Cl)cc21,C18H15Cl2NO2,38
CCCCCCN(C)CCCCc1ccc2cc3sc2c1-c1sc2ccc(OC)cc2c1-3,C28H33NOS2,65
CCCCN(C(=O)c1ccccc1)C(=O)N1CCCCC1,C17H24N2O2,45
O=C1NC2CCCCC2(CN2CCCC2)CN1CCN1Cc2cccc(c2)S1(=O)=O,C22H32N4O3S,62
CN1C(=O)c2cc(N3CCN(c4ccccn4)C3=O)ccc21,C16H14N4O2,36
FC1=CC=C1N1CCCC1,C8H10FN,20
