smiles,molecular_formula,num_atoms
C=CC=CC=C(NC(=O)CCc1ccc(C)cc1)[N+](=O)c1ccccc1,C22H23N2O2+,48
CN1c2nc1n(CC(C)(C)CN1C(=O)C3=C4CN(C1=N3)c1ccc(F)c(C(F)(F)F)c14)n2,C20H17F4N7O,49
CCCCCCCC(C)=O,C9H18O,28
CC(N=C1C(=O)c2cccc(C)c2-c2c(Cl)cccc21)=C1C(=O)NC(=O)NC1=O,C21H14ClN3O4,41
CN(C)CC(=O)N(C)CCOC(=O)c1sc(-c2ccccc2)nc1C#CC#N,C20H20N4O3S,48
N#Cc1cc(N(C(=O)c2ccccc2C2CC2)c2ccccc2)c(-c2ccccc2)nc1N1Cc2ccccc2S1(=O)=O,C35H26N4O3S,69
CC(C)N(C(=O)c1nc2sc1s2)S(=O)(=O)c1ccccc1,C13H12N2O3S3,33
COC(=O)C1NC(=O)N(C(=O)N(CC(C)C#N)C(C(=O)OC)C(C)(C)C)CC1Oc1cc(C)ccc1F,C25H33FN4O7,67
CCCCCCCNC(=O)N(CC)C(=O)c1ccc(OC)c(C(=O)OCC=C(C)C)c1,C24H36N2O5,67
COc1cccn(CCSc2nnc(N)s2)c1=Nc1ccccc1,C16H17N5OS2,41
CN(CCCCCCN1CCCCC1=O)c1nc2nc3c1cc2c(=O)n3-c1ccccc1,C25H29N5O2,61
COc1cccc(-c2c3ccnc2N2CCN(CC2)C(=O)Nc2ccc4c-3csc4c2)c1,C25H22N4O2S,54
CCn1ccc2ccc(-c3nnnn3-c3ccccc3C(=O)N(C)C)c-2n1,C19H19N7O,46
CN(C#N)CCN(Cc1ccccc1)C(=O)N(C(=O)NC#N)c1ccccc1,C20H20N6O2,47
CN(C(=O)c1c2ccnc1NC=N2)c1nnc(N2CCCC2(C)C)s1,C16H19N7OS,43
CCOP(=O)(O)Oc1cc(C#N)ccc1NC(=O)N(C)CCN(C)C(C)(C)C,C18H29N4O5P,57
Cc1cc(F)ccc1NC(=O)c1ccc(OCC(=O)N(C)c2ccc(-c3nnn[nH]3)n2C)cc1,C23H22FN7O3,55
O=c1[nH]c2c3ccc(cc3)c2cccccccccc2ccc([N+](=O)[O-])cccc(=O)n-2c1=O,C27H19N3O5,54
CCCOC(=O)C#Cc1ccc(C(C)(C)C)cc1C(C)(C)C,C20H28O2,50
Cc1cccc(C2=CC=CC2=NN(C)c2ccccc2)c1,C19H18N2,39
NC(=O)C1=C2SC3=NC1=CC=CC(Cl)=CC=CC=CC=c1c(ccc4c1=NC2=C4)N3,C23H15ClN4OS,45
CC1(C(C#N)=CN2CCCCC2)CCN(S(C)(=O)=O)C1,C14H23N3O2S,43
Oc1cccc(-c2cnnc3cccc(Cl)c23)c1,C14H9ClN2O,27
COc1ccc(NC(=O)c2cnc(N3CCCN(C4CCN5CCC4C5)C3=O)n2-c2ccccc2)cc1,C28H32N6O3,67
CCn1c(C)nc(=Nc2cc(C)cs2)nc1-c1ccccc1,C17H18N4S,40
COc1ccc2nnc(C(F)(F)F)c(OCCN3CC4(C)CCCN(C4)C3=O)c2c1,C20H23F3N4O3,53
CC(COC(=O)c1c(C(F)(F)F)ccc(F)c1C(F)(F)F)S(C)(=O)=O,C13H11F7O4S,36
COc1ccc2c3c(C(=O)N(CCN4CCOCC4)C(C)C)n(c2c1)c1ncccc31,C24H28N4O3,59
Cc1ccc2n1C(Nc1ccccc1Br)=NC2=O,C13H10BrN3O,28
CC1=C(C(=O)C(C)(C)C)COC1=O,C10H14O3,27
CCCN(CCc1cccc(Oc2ccc(OC)cc2)c1)C(=O)c1ccc(C)cc1,C26H29NO3,59
CC(C)(C)C(NCCc1ccc2c(c1)CCCN2C(=O)CSc1ccccc1)C(=O)O,C25H32N2O3S,62
COc1ccccc1OCC1C(Cn2cccc(Nc3ccccc3C)c2=O)C(C#N)=C(C)C(=O)N1C(C)=O,C30H30N4O5,66
CCN(C(=O)c1cc2c3nn1c2-c1ccccc1S3)C(C)(C)C,C18H19N3OS,42
Cc1nc2nc3c(NC(=O)CC(C)(C)C)nc2n13,C12H15N5O,33
COCCN(C)C(=O)CCCOC(=O)c1ccc2oc3ccccc3c(=O)c2c1,C22H23NO6,52
COCCn1c(=O)c2nc(-c3cc(OC)ccc3Br)n(c2-c2cccc(F)c2)c1=O,C21H17BrFN3O4,47
CN1CCN(C(=O)n2c3ccc2c(=O)[nH]3)CC1,C11H14N4O2,31
Cc1ccc2[nH]c(-c3ccccc3)c(C(=O)N(C)CCCCN3CCCCC3)c(=O)c2c1,C27H33N3O2,64
C=C(C(=O)Nc1ccccc1)c1ccc(NC(=O)N2CCCN(c3ccc(OC)cc3)C2=O)cc1,C27H26N4O4,61
CCCc1c(C)c2ccc1n(C)c2=O,C12H15NO,29
CCCCCCCCC=c1sc2nc(=O)c1c(-c1ccc(Cl)cc1Cl)s2,C20H21Cl2NOS2,47
CCCC(=O)N=c1scccc1Cl,C9H10ClNOS,23
CCCCN(C(=O)c1ccc(NC(C)=O)cc1)c1ccccc1OC,C20H24N2O3,49
COc1ccc2cccc([N+](C)(C)CCC3CCCC3)c2c1,C20H28NO+,50
COc1cc(OC)c(OC)c(C(=O)c2c(NC(=O)C(C)(C)C)c3ccc2c2cc(OC)ccc32)c1,C28H29NO6,64
COC(=O)CCN1CCn2c(nc3ccc([N+](=O)[O-])cc32)C1=O,C14H14N4O5,37
CC1(CN2C(=O)c3ccccc3C2=O)OC(=O)C2(CCCCC2)C(C)(C)C1(C)C,C24H31NO4,60
CCCCN1C(=O)c2cn(-c3ccc(C)cc3)c(=O)n2C1=O,C16H17N3O3,39
Fc1ccc(C2=C3SC(=NN3c3c(-c4ccccc4)cn4c3CCCC4)S2)cc1,C23H18FN3S2,47
