smiles,molecular_formula,num_atoms
C=CC=CC(=O)NC(=O)N(CCOc1ccncc1)CCc1ccc(C(=O)O)cc1,C22H23N3O5,53
CC(C)(C)CN1CCCCC1,C10H21N,32
O=C1CCCCN1C(=O)COc1ccc(Cl)c2c1=CC=2,C15H14ClNO3,34
O=C(c1ccccc1)N1N=C2NC=C1C=C2c1ccccc1,C18H13N3O,34
CCN(CCOc1ccccc1)S(=O)(=O)c1cccn1C,C15H20N2O3S,41
Clc1cc2nc3c1OCCN(CCN3)Cc1ccc(cc1)O2,C16H16ClN3O2,38
O=C(NC(=Nc1ccccc1)Sc1ccccc1)c1ccco1,C18H14N2O2S,37
CC1=CC=C(CCCCC2CN3C(=O)CN2C3=O)S(=O)(=O)O1,C14H18N2O5S,40
CC(C)(C)CN(C(N)=O)c1ccc2[nH]cnc2n1,C12H17N5O,34
CCN(C(=O)c1cc(Cl)cc(C(F)(F)F)c1)C(=O)c1ccccc1C#N,C18H12ClF3N2O2,38
CC(CCN1CCCC(C)(C)C1)n1c(=O)n(-c2cc3ccc2o3)c2ccccc21,C24H29N3O2,58
COc1ccc(C(=Nc2cccnn2)c2ccc(O)cc2)c(C)c1,C19H17N3O2,41
CCCCCN1CCn2cccc2C=C2C=C(NC(=O)N2)c2ccccc2C1=O,C23H26N4O2,55
CCCC(NC(=O)c1ccccc1)C(=O)N1CCCC(C2=CC=C(OC)C(C)(C)C2)=C1C,C27H36N2O3,67
CCn1c(C(=O)N2CCN(CCNC(=O)c3ccccc3)C(=O)C2=O)cccc1=O,C21H22N4O5,52
NC(C(=O)O)C(F)F,C3H5F2NO2,12
Cc1ccc(CCOc2ccccc2-c2ccccc2[N+](=O)c2ccccc2)cc1,C27H24NO2+,54
CC1OC=C(Cn2c(=O)[nH]c3c(-c4ccccc4F)cccc32)O1,C18H15FN2O3,37
CN(C)C(=O)N(C)c1ccc(Br)cc1-n1c(=O)c2ccc1c1ccccc21,C21H18BrN3O2,45
N#CC=CC=C[N+]([O-])(C#N)c1ccc(Br)cc1,C12H8BrN3O,25
CC(=O)N(C)C(=O)N(CCOc1ccccc1F)C(=O)c1ccc(F)cc1,C19H18F2N2O4,45
C=Cc1ccc(N(CC(=O)O)C(=O)N(C)CCNS(=O)(=O)c2cccc(Cl)c2)cc1,C20H22ClN3O5S,52
CCN(C(=O)c1ccc(C)cc1)C(=O)c1ccc2c(C)c1C2=O,C19H17NO3,40
O=C1CCCN1C(=O)c1ccccc1-c1nsn(C(=O)C2CCCCC2)c1=O,C20H21N3O4S,49
CCn1c(C)nc(C)c1C(=O)Nc1cccc(F)c1,C14H16FN3O,35
CN(C(=O)c1ccc(Cl)c2ccccc12)C(=O)N1CCN2CCCC1C2,C20H22ClN3O2,47
Cc1ccc(NC(=O)OCCN(Cc2ccc(Cl)cc2)C(=O)Nc2ccc(C)cc2)cc1,C25H26ClN3O3,58
CC(C)(COCCOCCCCCCCCCC(=O)O)OCCOCC(=O)O,C20H38O8,66
COC1C2OC3OC2C=CC=C2C(=O)C(=CC=C2C)C(=O)OC31,C17H16O6,34
COc1cc(C(F)(F)F)ccc1NC(=O)c1cccc2c1=NCN1C(OCC(=O)O)=CC=CC=21,C23H18F3N3O5,52
COc1ccc(C=Cc2ccccc2OCCCCCCCc2[nH]c(C)nc2C)c(C)c1,C28H36N2O2,67
CC(=O)C1=CC(=CC=C2C(=O)C=CC=C2NC(=O)N(C)Cc2ccccc2)NC1=O,C23H21N3O4,51
COc1c(Br)ccc(Br)c1OC(=O)c1ccc(C(=O)O)o1,C13H8Br2O6,29
CCOC(=O)C=C(C)N=c1[nH]c(=O)nc(N2CC3OC3C2)s1,C13H16N4O4S,36
OCC1OC(C(O)O)C(O)C1O,C6H12O6,20
CCCCCN(CC)C(=O)CSc1c2cc(C)n1-c1ccccc1S2,C20H26N2OS2,51
COc1ccc(C)c(C(=O)N2CC(=O)c3ccccc3C2=O)c1,C18H15NO4,38
COC1=CC2=CC=CC(=C1)N2c1ccccc1Oc1ccc(Cl)cc1C(=O)O,C22H16ClNO4,44
COc1nc(C(=O)N2Cc3ccc(F)cc3C2)ccc1C(=O)N1CCCC2(CCCCC2)C1,C26H30FN3O3,63
Clc1ccc(-n2c(Cc3ccccc3)nc3ccccc32)cc1Br,C20H14BrClN2,38
Clc1cccc(-c2c(OCCCCCN3CCCC3)nc3nc2S3)c1,C19H22ClN3OS,47
COc1ccc(OC)c(OCc2cc3ccc2c(=O)o3)c1,C16H14O5,35
O=c1[nH]c2ccc1c1cc(O)ccc21,C11H7NO2,21
CN1CCOC(=O)C2=CC=C3NC(=CC=C3N2CCCc2ccccc2F)C1=O,C22H22FN3O3,50
CC(C)(C)C1CCCN1C(=O)c1ccccc1C=Cc1ccccc1O,C23H27NO2,52
CCN(CC1CCC(=O)OC1)c1nc2cc(OC)c(N(C)N=C(N)c3ccco3)cc2s1,C22H27N5O4S,59
CCCCCCCCC(C)O,C10H22O,32
CCC(CC1=C(C)NC2=CC1=C2)CN1CCOCC1=O,C16H22N2O2,41
O=C(N1CCCCC1)N1CCCCC1CCn1c(=O)c2ccc1cc2,C20H27N3O2,51
C=CC=C(C(C)=O)C(=O)N(C(=O)c1cccc(Cl)c1)c1ccccc1,C20H16ClNO3,41
