smiles,molecular_formula,num_atoms
O=C1C2=CC(=O)N(C2=O)C1CCCCCC1CCCCC1,C17H23NO3,43
Cc1ccc(C2=CC=C2OCCCC(=O)n2c(=O)c3ccc2[nH]c3=O)s1,C19H16N2O4S,42
C=CC=CC=CC=Cc1ccc(-c2c3nn(CC)c(=O)c2N=CN3)c(=O)o1,C20H18N4O3,44
COc1ccc2c(c1OCCOC1OOC3OC1C3O)OCO2,C14H16O9,35
C=C1C=C(Cl)NC(=O)N1C,C6H7ClN2O,16
Cc1nc2ccc(F)nc2n1CC(=O)N1CCCC1,C13H15FN4O,34
CC(=O)OC(=O)c1ccc2cc(C)ccc2c1,C14H12O3,29
CCN(C(=O)N1CCOCC1)C1=Nc2nc1nc1ccccc21,C16H17N5O2,40
CN1CCOC(C)(C)C1N1CCCN(c2ccccn2)C1=O,C16H24N4O2,45
CCC(=O)N1CCCc2c1n[nH]c2C(=C[N+](=O)[O-])c1ccccc1,C17H18N4O3,41
COc1ccc(OCCN(C)C(=O)C#Cc2ccc(OC)cc2C#N)cc1,C21H20N2O4,47
COc1ccc2c3ccc(c2c1)N(C(=O)Nc1ccc(C)cc1)S3(=O)=O,C19H16N2O4S,42
COc1ccc(Cl)c(Nc2ccccc2NS(=O)(=O)c2ccc(-c3ccc(Cl)cc3)cc2)c1,C25H20Cl2N2O3S,53
O=C(CCCC1CCCCC1)c1ccc2c3[nH]c(=O)n2c13,C17H20N2O2,40
O=C(c1ccc(F)c(-c2ccccc2)n1)N1CCN(CCSc2nn3c(=O)n2CC3)CC1,C22H23FN6O2S,55
O=C(N1CCCC1)N1CC2CN(C1=O)c1ncccc1O2,C14H16N4O3,37
CCOc1ccccc1CN(CCNC(=O)C1=CC=C(c2ccccc2)CC1)Cc1ccccc1,C31H34N2O2,69
Oc1ccc(F)cc1-c1ccnc2ccccc12,C15H10FNO,28
COc1ccc(C(=O)Nc2ccc(OCc3ccco3)c(Oc3cc4ccc3[nH]c4=O)c2)cc1OC,C27H22N2O7,58
Cc1ccc(C=CS(=O)(=O)O)c2cc(S(N)(=O)=O)ccc12,C13H13NO5S2,34
CC1=CC=CC2=CSc3ccccc3N2C(=O)N2CCN(CC2)C1=O,C19H19N3O2S,44
O=C1CCc2cc(S(=O)(=O)N3CCCCC3)cc1n2,C13H16N2O3S,35
N#CC1=C(c2ccc(F)cc2OCC(=O)N2CCN(C3CC3)CC2)C(=O)N2CCCC1C2,C24H27FN4O3,59
CC(C)(C)CSC#N,C6H11NS,19
O=S(=O)(OCCN1CCCCC1)N1CCCCC1,C12H24N2O3S,42
CN1C(=O)N(Cc2ccccc2F)CC1B(O)O,C11H14BFN2O3,31
CN(C(=O)c1ccc2ccccc2c1)S(=N)(=O)N(C)c1ccc(C(F)(F)F)cc1,C20H18F3N3O2S,47
CC1CCCCN1C(=O)c1ccccc1NC(=O)Cn1ccc2ccccc21,C23H25N3O2,53
CCOc1ccccc1N=C(NC(=O)N1CCN2CCCCC2C1)Nc1ccccc1,C24H31N5O2,61
COc1cc(C(=O)N2CCCCC2)ccc1C(=O)c1ccc(C(=O)N(C)C)cc1,C23H26N2O4,55
CSC1=NN2c3ccc1c(c3)-c1ccccc12,C14H10N2S,27
Cc1cc2c(-c3ccccc3)c(n1)SC(N(C)CC(C)C)=N2,C18H21N3S,43
C=C(C=CC1=C2C=CC=C(N2)C(N(C)C(C)C(=O)OCC)=C1)OC,C19H24N2O3,46
COCCNC(=O)c1cnn[nH]c1=O,C7H10N4O3,24
CN1C(=O)N2C3=NC1=NC(=C2C1CCCCC1)N3CC(C)(C)C,C17H25N5O,48
CCN(C(=O)Nc1cc(-c2cccc(Cl)c2)ccc1C#N)c1ccc([N+](=O)[O-])c(O)c1,C22H17ClN4O4,47
O=C(NS(=O)(=O)c1ccc(-c2cccs2)cc1)c1ccccc1-n1cnc(-c2ccccn2)n1,C24H17N5O3S2,51
O=C(c1ccccc1)N1CCN(CCCN2CCCCC2)C1=O,C18H25N3O2,48
COC(=O)c1ccc2n(c1=O)C(C)(C)C(=O)N1CCCCCCOC(=O)C(=C2)C(=O)OC(C)COC1=O,C25H30N2O10,67
CCCCN1C(OC)=CC=C(C(=O)N2CC3c4cncn4CC32)S1(=O)=O,C17H22N4O4S,46
CN(C(=O)Nc1ccccc1)C(=O)N(c1cccc(C(C)(C)C)c1)c1n[nH]c(O)n1,C21H24N6O3,54
CC1(C)CN2C(=O)CCN1C2=CC=C(Cl)C#N,C12H14ClN3O,31
CN(C)C(=O)N(CCCCOc1cccc(C(F)(F)F)c1)C(=O)C#CC#N,C18H18F3N3O3,45
CCC(O)CC(=O)NC(=O)c1ccccc1C(=O)c1cccc2cc(OC)ccc12,C24H23NO5,52
COC(=O)CCSC,C5H10O2S,18
Fc1ccc2c(c1)C1=CC=CC3=CC=C(C=C(C(F)(F)F)C(=C2)N1)NCc1ccccc1C1N2CCC(C2)N1C3,C32H28F4N4,67
CC1=CC=C2C=CC=C1C2N1CCCC(C(=O)N2C(=O)N3CCC2C3)C1,C21H25N3O2,51
CC1(C)CCC(Oc2ccc(Cl)cc2)C2C(CC3CCCOC3=O)OC(=O)CC21,C23H29ClO5,53
C=Cc1cc(NC(=O)N(C)C)ccc1C(C)(C)C(=O)NCC(=O)O,C17H23N3O4,47
Cc1ccccc1C(=NC=Nc1ccc(F)cc1)c1ccc(F)cc1Br,C21H15BrF2N2,41
