smiles,molecular_formula,num_atoms
CC(=O)N1CCC2CN(CC1)C(=O)N2c1ccccc1Nc1cc(Cl)ccc1Cl,C21H22Cl2N4O2,49
CN(C)CCN(C)C(=O)NC1=Nc2nc3nc4ccccc4n3c(=O)c2=C1,C18H19N7O2,46
Nc1cccc(N2CCN(S(=O)(=O)c3ccc(Br)cc3)CC2)n1,C15H17BrN4O2S,40
CSC=CC=CSc1nc(=O)n(C)c(=O)n1C(=O)c1ccccc1,C16H15N3O3S2,39
CCCOc1nc(C(=O)N2CCCCC2)ccc1[N+](=O)[O-],C14H19N3O4,40
COC(=O)c1nc2nc(n2)c1=Cc1ccc(OC)cc1C(C)(C)C,C18H19N3O3,43
CP(C)(C)(C)CCCCP(=S)=S,C8H20P2S2,32
COc1ccc(C(=O)C(=O)OCCOC(=O)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)cc1,C25H19F3O6,53
O=C(CCCN(C(=O)C=Cc1cccc(S(=O)(=O)c2ccccc2)c1)C(=O)N1CCCC1)c1ccccc1,C30H30N2O5S,68
CCCCSc1nc(NC(=O)N(CCC(=O)OCC)C(=O)c2ccccc2)n(C)n1,C20H27N5O4S,57
Cc1ccc(C(=O)N2CCN(C3CCCCC3)CC2)c(NC(=O)Nc2ccc(Br)cc2)n1,C24H30BrN5O2,62
O=[N+]([O-])C=CC(Cl)=C(C1=CSc2cc(Cl)ccc2S1)[N+](=O)[O-],C12H6Cl2N2O4S2,28
CC(C)(C)Oc1ccccc1OCCCCCCN1CCc2c(c3ccc2cc3)C1=O,C27H33NO3,64
Cc1nc2ccccc2n1-c1cccc(-c2ccc(C(=O)O)cc2)c1,C21H16N2O2,41
C=CC=CC=CC=CC1=CC=c2c1nn1c3nc(NC4CC4)nc(n3)nc21,C20H17N7,43
COc1ccc(N(c2ccc3ccccc3c2)S(=O)(=O)N(C)C)cc1,C19H20N2O3S,45
COc1cc(C(=O)N2CCCC2)c2cc(C3CCC(N4CCCC4)CC3)ccc2c1,C26H34N2O2,64
COc1ccc(C(=O)N2CC(CN3CCCC3)CCC2=O)cc1,C18H24N2O3,47
