smiles,molecular_formula,num_atoms
CCc1cc(C(=O)OC(=O)N2CCCCC2)c2ccccc2c1,C19H21NO3,44
CC(CN1CCCCC1)NC(=O)N1CCCN2C(=O)N(CC1)CC2c1cccc(C(F)(F)F)c1,C24H34F3N5O2,66
CCOCCOCCOC(=O)CCCCCCOC(=O)O,C14H26O7,47
CCN(CC)CCCCCSc1nc2nc(-c3ccccc3)c3ccccc3c2n1CC,C27H34N4S,66
COc1cc2ccccc2cc1NC(=O)CN1CCN2CCCC2C1=O,C20H23N3O3,48
COC(=O)n1c(Nc2cccc(C(F)(F)F)c2)cc2ccccc2c1=O,C18H13F3N2O3,39
CC(CN(C)S(=O)(=O)c1ccncc1)NC(=O)N(C)C,C12H20N4O3S,39
CCCCC1OC(=O)OC1C,C8H14O3,23
CC1(C)COC(=O)N(CCC2=Nc3cc4ccc3CN4CC2)C1=O,C18H21N3O3,45
C=CC=C(Oc1ccc(C(=O)NNC(=O)c2ccccc2O)cc1)C(=O)OC,C20H18N2O6,46
O=C1CCCCC(OP(=O)(O)O)=CC=C(Cl)n2nnc(n2)N1,C10H13ClN5O5P,35
CCNC(=O)CSc1c2c3ccc(N4CCCCC4)cc3n3c1nnc23,C19H21N5OS,47
Cc1cc(N(C(=O)Nc2cc(Cl)ccc2F)C(=O)N(C)C)c2nccn2c1,C18H17ClFN5O2,44
COc1ccc(-c2ccccc2C(C)(C)C)c(Nc2ccccc2C(=O)N2CCCC2)c1,C28H32N2O2,63
CC1(C)CCCN(C(=O)N2c3cc(ccc3C(=O)OC3CCCCC3)S2(=O)=O)C1=O,C21H26N2O6S,56
Cc1nnc2c(-c3cccc(I)c3)c1N=C(N(C)C)S2,C14H13IN4S,33
COC(=O)N(C)C(=O)OCCC1CCCC(O)C1,C12H21NO5,37
c1ccc2c(c1)OCC1CCCN(C3CCCCC3)C21,C18H25NO,43
COCCCCCCCN(C)Cc1cccc(S(=O)(=O)n2c(=O)c3ccc2[nH]3)c1,C21H29N3O4S,57
CC(C)(C)C(=O)N(CC1=CCCCC1)C1CCCCC1,C18H31NO,51
CCN1CC(=O)n2c1c(F)c(F)c(-c1ccc(S(=O)(=O)N3CCCC3)s1)c2=O,C17H17F2N3O4S2,45
CCCCCCC(=O)Nc1ccc(F)c(-c2ccc3ccccc3n2)c1,C22H23FN2O,49
CCC(=O)N1c2cc(C)ccc2Nc2ccc(C(C)C)cc21,C19H22N2O,43
COc1ccccc1-c1c(C(=O)N2CCCC2=O)c(=O)n(C)c2c(O)c(F)ccc12,C22H19FN2O5,49
N#Cc1ccccc1Oc1ccccc1C#N,C14H8N2O,25
CCOC(=O)N1CN(C(=O)N2CCN(C)C(=O)C2)c2cc(OC)cc1c1ccc(c2)o1,C21H24N4O6,55
CCOc1cccc(C(=O)NC2C(=O)NCC2CCC(=O)NC2CCCc3nnc(s3)SC2)c1,C23H29N5O4S2,60
O=C1c2cnn1c2-c1ccc([N+](=O)[O-])cc1S(=O)(=O)O,C10H5N3O6S,25
CC1OC2CN(C)C(=O)N(C(=O)Nc3ccc(C#N)cc3)C2C1O,C16H18N4O4,38
CCN(CC(=O)N(C)C)C1=NC2=C(C)c3cc(C(F)(F)F)ccc3C(=N1)N2C,C19H22F3N5O,50
O=C(OCCCN1CCC1)c1cc2ccccc2[nH]1,C15H18N2O2,36
Cn1cncc(-c2cccc3cc(OC4CC4O)ccc23)c1=O,C18H16N2O3,37
Nc1nc2nc(N(c3ccc(F)cc3)c3ccc(N4CCCC4)cc3)n1n2,C19H18FN7,45
CC1(C)CCCN(c2nc3c(s2)=CC=3)C1=O,C12H14N2OS,30
CC1=C(C(=O)c2ccccc2C(=O)N(C)C)CCCC1,C17H21NO2,41
COc1ccc(C(=O)Nc2cnn(-c3ccccc3)c2)c2cccnc12,C20H16N4O2,42
CC(=O)C1=C(C(=O)c2ccc(Cl)c(Br)c2)CCCC1=O,C15H12BrClO3,32
CCN1CCC(N(C)C)C(Oc2ccccc2-c2cc3ncccc3cn2)C1,C23H28N4O,54
COc1ccc(C=C(C)C=CCC2CCC(C)C(=O)O2)cc1,C19H24O3,44
CCCCCCN(CCCN(CC(=O)O)C(=O)NCCC)C(=N)N=C(N)OC,C18H36N6O4,64
O=C1NC(=O)N(C(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)C1=C1CCCCC1,C21H25N3O5S,55
CC1(CCC(Cc2ccccc2)NC(=O)O)N=C(Cl)C(C#N)=C1C#N,C18H17ClN4O2,41
COC(=CC(=O)N1CCCCC1=O)c1cc(OC)ccc1OC,C17H21NO5,44
CCSC(=NC(C)C)N(CCc1ccccc1)C(C)=O,C16H24N2OS,44
CC1CCC(C2C(O)CCCC2OC2=CC=C2)C1(C)C,C18H28O2,43
CCC(OC(=O)C1=CC=CC1=O)C(Oc1ccccc1)C1CCC(=O)O1,C20H20O6,43
CC(OCCOC(=O)N(C)C=CC=Cc1cccnc1N)C1NC(=O)NCC1N,C19H28N6O4,54
COc1ccc(-c2c[nH]cc2-c2cccc(C(=O)OC3C(CC4NC(=O)c5ccc4o5)N4CCN(C(=O)C4)C3C)c2)cc1,C33H32N4O6,70
O=C(OC1CCN(S(=O)(=O)C2=C([N+](=O)[O-])C(Cl)=C2)C1)C1CC1,C12H13ClN2O6S,35
CN(C)c1ccc(-c2nc3c4c(C(=O)O)c5sc(nc2c53)c2ccc4cc2)cc1,C23H15N3O2S,44
