smiles,molecular_formula,num_atoms
O=C(CSc1nnc(-n2c(=O)c3ccc2c2c3CCO2)s1)N1CCCCC1,C18H18N4O3S2,45
CCCn1c(C)nc(C(=O)N(C)[N+](=O)[O-])c1[N+](=O)[O-],C9H13N5O5,32
CCCN(C(=O)C1C(=O)N2C(=O)C3=C(C=C(C)C3=O)C1C2c1ccc(Br)cc1)c1ccccc1,C27H23BrN2O4,54
C=C(F)C=C1SC(SC(N)=Nn2ccc3cccn3c2=Nc2ccccc2)=NC(C)=C1c1cc(F)cc(F)c1C(F)(F)F,C29H20F6N6S2,63
CC12CCN(C1)C(=O)N(CC1CCCCC1)C2=O,C14H22N2O2,40
CCN(CCCCN(C)Cc1cc(Cl)cc(C#N)c1)C(=O)C#N,C17H21ClN4O,44
CCC(NC(=O)c1c2nc3nc(C)cn3c1N=C(C(C)c1ncn(C)n1)N2C)C(=O)OC,C20H25N9O3,56
CCCSCCN1CCN(CCOC(C)=O)CC1,C13H26N2O2S,44
COc1ccccc1C(=O)c1cc(S(=O)(=O)NCCCCCC(=O)N2CCCCC2)c[nH]c1=O,C24H31N3O6S,65
COc1nc(-c2ccccc2C#N)n(CCCC2CCCC2)c(=O)n1,C19H22N4O2,46
COc1cccc(OC(=O)c2ccccc2)c1C(=O)c1c(C(=O)OC(=O)c2ccccc2)c2ccc1oc2=O,C30H18O9,57
COc1ccc(OCCn2nc3c(c2-c2ccccc2)c2ccc3n2C(=O)n2cccc3cccc2-3)cc1,C31H24N4O3,62
COc1cccc(Nc2nc(C)cs2)c1,C11H12N2OS,27
CC12CCCC(CCOC(=O)CC3CCC4OC(=O)C(C)(C)C34)C1CCC2,C23H36O4,59
Cc1nn(C)c(=O)c(C(=O)N2CCCCC2)c1C(F)F,C13H17F2N3O2,37
Cc1ccc(C#N)c(OCC(C)NC(=O)Nc2ccc(S(=O)(=O)Nc3ccccc3)cc2)c1,C24H24N4O4S,56
COc1c2ccc(OCc3ccc(CNS(=O)(=O)c4cccc(S(N)(=O)=O)c4)cc3)c1C=CO2,C23H22N2O7S2,56
COc1cccc(-c2ccc(-c3ccc(C)n(-c4ccccc4)c3=O)oc2=O)n1,C23H18N2O4,47
Cc1c(CCCCC2(C)CCCCC2)c2c(c(C(F)(F)F)c1[N+](=O)[O-])COC2=O,C21H26F3NO4,55
O=C(NC1CCCCC1)c1ccc(S(=O)(=O)C2CCCC2)cc1,C18H25NO3S,47
CCCCC1CCc2cc3cc(OC)ccc3c(=O)n2C1,C18H23NO2,44
O=C(OC1OCCC(OC2OC(CO)C(O)C(O)C2O)C1O)C1=C(c2c3cccc2C(=O)O3)OC2C1CCC2(O)C(=O)O,C27H30O16,63
Cc1ccc(C(=O)N2CCC(=O)N(C)C2=O)c(C(=O)OCCCOc2ccc(Cl)cc2)c1,C23H23ClN2O6,55
Cc1cn(C)c(SC(=NC2=C(C(=O)O)C(=O)C(C#N)=C2c2ccc(F)cc2)N2CCN(C)CC2)n1,C24H23FN6O3S,58
CCCN(C(=O)c1sc2c3ccc(o3)c2c1OC(C)=O)C(=O)N(C)CCN1CCOCC1,C22H27N3O6S,59
NC(=O)Nc1cccc(NS(=O)(=O)c2ccccc2)c1,C13H13N3O3S,33
Cc1ccc(C(=O)OCCCC2(C)CCCCC2)c2ccccc12,C22H28O2,52
C1=CC(CCCN2CCCC2)=C1,C11H17N,29
CCC1NC(=O)C(O)C(O)C1O,C7H13NO4,21
COP(=O)(OC)c1c(F)ccc2c1C1=CC=C(C(=O)N(c3cccc(Cl)c3)C3CC3)SC1=CC=C2C,C27H24ClFNO4PS,60
CCCCCCCCN1C2=NN(C)C1=Nc1c2csc1C,C16H24N4S,45
COC1=CC=C(F)C(OCC2CSC3=NN32)=CC(Cl)=C1,C13H12ClFN2O2S,31
CC(=O)N=NC(=CC=C[N+](=O)[O-])C=C(c1ccccc1)[N+](=O)c1ccccc1,C20H17N4O4+,45
COc1ccc(-c2ccc3cc2C(=O)N(CCCCN2CCCCC2=O)C3=O)cc1,C24H26N2O4,56
CS(=O)(=O)NC1=C(N=c2[nH]c3ccccc3s2)C(F)=CC=CC=C1,C16H14FN3O2S2,38
CC1(CCOc2cc(Cl)cnc2Cn2c3nnc2c2ccccc23)CCNC1=O,C21H20ClN5O2,49
CCC1ON=C2NC(=O)C=C2CC1O,C9H12N2O3,23
