smiles,molecular_formula,num_atoms
Cc1cc(I)ccc1C(=O)N(CC(=O)Nc1ccccc1)C(=O)c1ccc(C)c(=S)s1,C23H19IN2O3S2,50
CCCN1C(=O)C(C(C)(C)C)=[N+](C)C1=O,C11H19N2O2+,34
CC(C)(C)N=C(N)Nc1ccc(S(=O)(=O)c2cccc(F)c2)cc1,C17H20FN3O2S,44
COc1ccc(CN2CCCN(c3nc4ccc(C)cc4s3)C2=O)c(OC)c1,C21H23N3O3S,51
NC(=O)c1ccccc1C(=O)Nc1ccc2c(-c3ccccc3C(=O)N3CCCCC3)n[se]c2c1,C27H24N4O3Se,59
CCCCCCOC(=O)c1ccc(C(=O)C=Cc2cccc(OC)c2)cc1,C23H26O4,53
CN(Cc1ccc2c(c1)-c1c[nH]c3nn-2nc13)CC(O)c1ccc(Cl)cc1,C20H18ClN5O,43
CCN1CC(=O)NC2=C1C1=CC=CC(=C(Cl)C=C2)C1(F)F,C15H13ClF2N2O,34
CC(C)(C)CN1CCN(C(=O)n2ccc3cccc(-c4ccccc4C(C)(C)C)c3c2=O)C1=O,C28H33N3O3,67
CCC(C(=O)N1CCCCC1)N1C(=O)c2cc3ccc2c1c3,C18H20N2O2,41
CN(C(=O)N(C(=O)c1c2nc(O)nc1-2)C1CCN(C(=O)OCCN2CCCC2)CC1)C1CCOC1,C23H32N6O6,66
CC(=Nn1ccnc1N)c1ccc(Br)cc1,C11H11BrN4,27
CC(C)(C)C1C=C2c3ccccc3C(=O)OC2C12CCC(C(C)(C)[Si](C)(C)C)CC2,C27H40O2Si,67
CCC(N=C(N)N)C(C)OC(C)=O,C8H17N3O2,28
CCN1CCN(C2CCN(c3cccc(C4=NC5=CC=C4C5=O)c3)CC2)CC1,C23H28N4O,55
Cc1[nH]c2ccccc2c1-c1cc2c(n(C(C)(C)C)c1=O)CCCC2(C)C(C)(C)C,C27H36N2O,65
c1ccc2sc(=NC3=NOCC3CN3CCCCC3)sc2c1,C16H19N3OS2,41
COc1ccc2c(c1)c(=O)c1cc(OC)ccc1n2C(=O)N1CCOCC1,C20H20N2O5,47
CCOC1C(O)C2OC(C3COC(=O)N3c3ccccc3OC)Oc3cc(ccc3SCCCC(=O)O)OC3C1OC23,C29H33NO11S,67
COc1cc(OCC2CCCCC2)ccc1C(=c1c(=O)n2c(=O)c3ccc2cc13)N(C)C,C26H28N2O4,60
COC(=O)CN1CCN(CCN2CCCCC2)C1=O,C13H23N3O3,42
CC(C)(C(=O)n1cnc2ccccc21)c1ccccc1,C17H16N2O,36
CN(C=Cc1ccccc1)C(=O)C(=Nc1nc2ccccc2[nH]c1=O)c1ccccc1,C25H20N4O2,50
Nc1cccn1S(=O)(=O)N1CC=NN=C1c1cccc(Cl)c1,C13H12ClN5O2S,34
NS(=O)(=O)c1ccccc1N=CCc1ccc(Cl)cc1,C14H13ClN2O2S,33
CCCCCCCC(O)C(C)NC(=Nc1cccc2ccccc12)NC(=O)N(C)C,C24H36N4O2,64
