smiles,molecular_formula,num_atoms
O=C1N2CCN1C1(CCC3(CCCCC3)C1)C2,C14H22N2O,39
CC(=O)N1CCN(C(=O)c2ccc(NCC(C)(C)C)nc2C(C)=Nc2ccccc2C)CC1,C26H35N5O2,68
Cc1ccc(C#N)c(C(=O)OCC2OC3CC4C2C(O)C(O)C4C3C)c1,C20H23NO5,42
CCN(C=c1c2c3nn1C(=NC=2)S3)C(=O)Nc1ccccc1,C15H13N5OS,35
Cc1ccc(N=C(N)NCc2nsnc2C)c(C)c1,C13H17N5S,36
C=CC=CN=C(Sc1ccccc1)c1ccc(S(N)(=O)=O)cc1Br,C17H15BrN2O2S2,39
COc1ccc(F)cc1-n1cnnc1NN=Cc1ccccn1,C15H13FN6O,36
CN(C(=NN=NNC(=O)c1ccccc1)c1ccccc1)c1ccccc1Br,C21H18BrN5O,46
CCN1CCN(CCn2nnc3c2=CC=C(C(F)(F)c2ccc(C#N)n(C)c2=O)C(Br)=CC=3)CC1,C24H26BrF2N7O,61
N#Cc1c2nc(nc1N1CCCCC1CCCOc1ccccc1Cl)-c1ccccc1-2,C25H23ClN4O,54
COc1cc(F)cc(-c2ccc(S(=O)(=O)OCc3ncn[nH]3)cc2OC)c1,C17H16FN3O5S,42
COc1ccc(C(=O)N(C)C2CCn3c(nc4cc([N+](C)(C)[O-])ccc4c3=O)S2)cc1,C22H24N4O4S,54
COc1cccc(C(=O)OCc2cc([N+](=O)[O-])cc3c2-c2ccccc2C3=O)c1,C22H15NO6,44
CCCCC(=O)OCCNC(=O)c1cc(C(F)(F)F)c(Cl)c2ccccc12,C19H19ClF3NO3,46
CCCCn1c2ncc(c3c(C(F)(F)F)ccc(C(C)(C)C)c32)[n+]1=O,C18H21F3N3O+,46
Cn1c(=O)n(CCCCN2CCc3ccccc3S2(=O)=O)c2nccn2c1=O,C18H21N5O4S,49
CCOC(=O)c1cc2cc(OC)ccc2c(-c2ccc(Br)cc2)n1,C19H16BrNO3,40
COc1ccc2c(c1)nc1n2CCCCCCN(C)C(=O)N1,C16H22N4O2,44
CCSc1nc(=O)c(CC)c(-c2ccc(C=CC=Cc3ccc(F)cc3)nc2)[nH]1,C23H22FN3OS,50
O=C(CCCOc1ccc2c(ccn2S(=O)(=O)N2CCCC2)c1)Nc1cccc(F)c1,C22H24FN3O4S,55
Cc1ccc2[nH]c(CC3(C)CCCCC3)nc2c1,C16H22N2,39
COc1c(Br)ccc2cc(C(=O)N3CCCC3)c(=O)n(C(=O)C(C)(C)C)c12,C20H23BrN2O4,50
CCN(C)c1ccnc2cc(-n3nc(C4=CC=CC=C(C)N=C4N)nc3N)ccc12,C22H24N8,54
CNC(=O)N(C)CCCCOC(=O)NC(=O)NCC(=O)O,C11H20N4O6,41
CCCCCN1C(=O)Nc2nc1sc2C,C10H15N3OS,30
COC(=O)c1cc2c(C(=O)C(C)(C)CCC(C)(C)C(=O)OC)c(c1)OC2,C20H26O6,52
COc1ccc(-c2nc3c(s2)C(=O)N(C)C3)cc1,C13H12N2O2S,30
COc1cc(-c2nc3[nH]c(=O)c4nsc(N)nc4c3n2)c2ccccc2c1,C18H12N6O2S,39
CCN(CCO)C(=O)C(=CC=c1c2cccc1ncc2)c1ccc(C)nc1,C22H23N3O2,50
COC(=Cc1ccc(Br)c(OC)c1)C=C1N=C2SCCC(=O)N2C1=O,C17H15BrN2O4S,40
CC(C)(C)CCCn1c(=O)[nH]c2cc(F)ccc2c1=O,C15H19FN2O2,38
CCOc1nc(C)c(C(=O)NC2CCCOC2)n1C,C13H21N3O3,39
CCOCC(N)C(=O)N(C)c1ccc(F)c(NC(=O)c2ccc(F)cc2)n1,C18H20F2N4O3,46
O=C1c2cccc(Cl)c2CCN1c1ccccc1OCCOC1Cc2nnc1[nH]2,C21H19ClN4O3,46
COc1ccc2oc3c4c(ccc3c2c1)CCN(C)C4=O,C17H15NO3,36
CC(C)(C)Oc1ccc2c(c1)C=CS(=O)(=O)N2CCn1c(=O)[nH]c2ccc(Br)cc21,C21H22BrN3O4S,52
COc1c(OCC(=O)N2CC(=O)N3CCN(CC3)C2=O)cccc1C(F)(F)F,C17H18F3N3O5,46
