smiles,molecular_formula,num_atoms
CCCCCCCCCN(C)C(=O)Nc1nc(C)ccc1NC(=O)c1ccccc1,C24H34N4O2,64
COC(=O)NC(=O)c1c(C(C)(C)C)c2ccc(o2)c1=O,C14H15NO5,35
CC(N=Nc1cccc([N+](=O)[O-])c1)=C(c1ccccc1)[N+](=O)[O-],C15H12N4O4,35
O=C(NCCCN(C(=O)N1CCCC1)C(=Cc1ccccc1)Sc1ccccc1)c1ccccc1,C29H31N3O2S,66
CNC(=O)Nc1noc2ccccc([N+](=O)[O-])cc-2s1,C11H10N4O4S,30
C[N+]1(Cc2ccc(C#N)cc2)CCC2CC1C2,C15H19N2+,35
CN(c1ccccc1NC(=O)c1cccnc1)c1ccc2cc1OC(=O)N2,C20H16N4O3,43
CCCN(CCCCOC(C)=O)C(=O)c1ccc(C(=O)OCC)c2cc(OC)ccc12,C24H31NO6,62
Cn1c(N2C(=O)N(C(C)(C)C)CCC2c2ccc(Cl)cc2)nc2cc(F)ccc21,C22H24ClFN4O,53
CCOC(=O)Nc1ccccc1-c1nnc(N(C)C(=O)CC)nc1OCc1ccccc1C,C24H27N5O4,60
CCOc1cc(C(=O)NCCn2c(N3CCCC3)cc(OC)cc2=O)cc(F)c1F,C21H25F2N3O4,55
CCN1C(C)CCCC1C(=O)NC1=Nc2[nH]nc1c2-c1ccc(Br)cc1,C19H22BrN5O,45
Cc1ccc(NC(=O)N(C)C(=O)c2c(C)ncnc2-c2ccccc2)cc1,C21H20N4O2,47
Cc1[n-]c2cc([N+](C)=O)cc(S(N)(=O)=O)c2c1C,C11H13N3O3S,31
O=C(NNC(=O)N(CC(=O)c1ccc(C(F)(F)c2ccccc2)s1)C(=O)C1CCCC1)c1ccc(F)cc1,C27H24F3N3O4S,62
CN(C)CCCc1nc2ccc([N+](=O)[O-])cc2n1C,C13H18N4O2,37
CN1C(=O)C(=CC=CN=C2C(F)=CC=C2c2ccccc2)c2ccccc2C1=O,C24H17FN2O2,46
CCOc1nc(Nc2ccc(OC)cc2)n2cccc2n1,C15H16N4O2,37
CN(C(=O)Nc1ccccc1)c1ccc(O)cc1C=Cc1ccccc1,C22H20N2O2,46
COc1ccc(OCCN(C)C(=O)CN(C)C)cc1-c1cc2ccc1CC2,C22H28N2O3,55
COc1ccc2c(c1)C(=C1N3CCN1CC(N1CCCC1)C3)CCC2,C21H29N3O,53
