smiles,molecular_formula,num_atoms
Nc1nc(SCC(=O)c2ccc(F)cc2)nc(-c2ccccc2)n1,C17H13FN4OS,37
Cc1ccc(N2C(=O)Nc3nc(N(C)c4ccccc4)sc3S2(=O)=O)cc1,C18H16N4O3S2,43
O=C(c1ccc(Oc2ccc(Cl)cc2F)s1)c1cc(Cl)c(O)cc1Cl,C17H8Cl3FO3S,33
O=C1c2cc(Cl)ccc2CN1c1nsc2nnc(-c3ccccc3)n12,C17H10ClN5OS,35
O=C1c2ccn3c(=O)[nH]c(=O)nc3c2CCN1CCC1CCCC1,C17H20N4O3,43
O=C(Nc1ccccc1)C(=Cc1ccccc1Oc1ccccc1)S(=O)(=O)O,C21H17NO5S,45
CC1=CC=CC(OC(=O)c2ccc(O)cc2)C1,C14H14O3,31
CCN(C)C=Nc1cccc(F)c1,C10H13FN2,26
O=C1c2ncc3n2C(=O)N1CCCCCO3,C10H11N3O3,27
O=C(Nc1ccccc1)N(Cc1cccc(F)c1)C(=O)C1=CC=CCC1,C21H19FN2O2,45
COc1cc(C)cc(-c2cccc(OCC3CNC(=O)N3c3ncc(-c4ccccc4)s3)c2)c1,C27H25N3O3S,58
CCCN(C(=O)c1ccccc1)c1nnc(N2CCOCC2)s1,C16H20N4O2S,43
CCCN1CCCN(c2cc(N)cc(Cl)c2NC(=C(F)C#N)c2ccccc2Cl)C1=O,C22H22Cl2FN5O,52
Cn1nc(-c2ccccc2)c(C2=NN2)c1CNC(=O)n1cccn1,C16H15N7O,38
CCn1cccc2c(N(C)c3cncn3C)nnc1-2,C13H16N6,35
CC(C)CN1CCN(C(=O)N2Cc3ccc(n4cccc34)C2=O)CC1,C19H24N4O2,49
COC1=C2C3=CC=C(C=C1)N2S(=O)(=O)N1CCN3C(=O)N2CC1C2,C15H16N4O4S,39
C=CC=C1SC(N)=Nc2ccccc21,C11H10N2S,24
CN(C(=O)c1ccc(-c2ccccc2)s1)C(=O)N1CCCC1,C17H18N2O2S,40
CCCCCOC(=O)c1ccc(C)cc1,C13H18O2,33
