smiles,molecular_formula,num_atoms
CCOCC1=C(c2n[nH]nc2C(=O)N2CCCC2)CCC1,C15H22N4O2,42
O=C(Nc1ccccc1)N1CCN(C(=O)Nc2ccc(Br)cc2)CC1,C18H19BrN4O2,44
C=C(N=CNc1ncccc1N=CC=CC=COc1ccccc1C)NC(=O)CC,C23H25N5O2,54
COC(=O)N(CCOc1ccccc1)c1ccccc1,C16H17NO3,37
COP(=O)(NC1OC(CCNC(N)=O)C(O)C(OP(=O)(O)O)C1O)OC(=CC=COP(=O)(O)O)C(=O)O,C14H26N3O17P3,58
O=C1OC2CN1CCC2C1CCC(N2CCCC2)CC1,C16H26N2O2,45
O=C(Nc1ccccc1)Nc1ccccc1-c1nnc[nH]1,C15H13N5O,33
O=C1CN(CCCCC2CCCCC2)C(=O)N1CCC1CCCCC1,C21H36N2O2,61
CCCC(O)C(=O)O,C5H10O3,17
COc1ccc(C#N)c(N(C)C(=O)c2ccccc2)c1C,C17H16N2O2,37
Cc1ccc(C=NC=CC(=O)N(C(=O)c2cccc(O)c2)c2ccccc2)cc1,C24H20N2O3,49
C=CCOc1ccc(N2CCN(S(=O)(=O)OCOc3ccccc3)CC2=O)c2ccc(OC)cc12,C25H26N2O7S,61
CCCN(C(=S)NC(=O)c1ccccc1)c1nn2ccc1c2,C16H16N4OS,38
Clc1cc2cccn2c1=CN(c1ccccc1)c1nc2cc(Cl)c1o2,C19H11Cl2N3O,36
CCOC(=O)c1nc2c3c(-c4ccccc4O)cc(C(F)(F)F)cc3c1c(=O)n2C,C21H15F3N2O4,45
CCN1C(CCC(C)(C)C)CCCOc2ccc(C#N)c3cc(cc(OC)c23)S1(=O)=O,C24H32N2O4S,63
CCCC(C)=CC(C)=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,C15H18N2O4,39
C=CC=NC(=NNC(=O)c1ccc(O)cc1)NC(=O)c1cc(C(F)(F)F)ccc1O,C19H15F3N4O4,45
CCCCCCCc1sc(=O)[nH]c(=O)c1-c1ccc(I)c(OC)c1,C18H22INO3S,45
COC(=O)CN1C(=O)c2cccc(c2)S1(=O)=O,C10H9NO5S,26
C=C(C)C(=O)N(C(C)=O)C(C)=CC=C1C(=O)c2ccc1s2,C16H15NO3S,36
CN(C(=O)c1ccccc1)c1ccccc1-c1ccc(C(F)F)nn1,C19H15F2N3O,40
COc1cc(C(=O)NC2CCCCC2)ccc1SC1=CC(F)=C(Cl)CN(C)C1=O,C21H24ClFN2O3S,53
CC(C)(C)OC(=O)CCC1CCCCC1,C13H24O2,39
COc1ccc(N(C)C(=O)c2c(C(C)=O)c3ccc2[nH]3)cc1,C17H16N2O3,37
CCCCCC(=O)c1cc(C(C)(C)C)ccc1C(=O)N(CC)C(=O)CC,C22H33NO3,59
CCSC1=Nc2ccc(Cl)cc2S(=O)(=O)N1C,C10H11ClN2O2S2,28
COC1=CC=C(F)CC1CCC(=O)NC(=O)c1ccccc1,C17H18FNO3,40
Cc1ccccc1C(=O)N1CCN(C(=O)c2ccccc2C#N)CC1,C20H19N3O2,44
O=S(=O)(NCCCOc1ccccc1)NC(=Cc1ccccc1)Sc1ccccc1,C23H24N2O3S2,54
CCOC(=O)c1ccccc1C(=O)Nc1cccc(Oc2ccc(C(=O)OC(C)C(=O)O)c(OC)c2)c1,C27H25NO9,61
CC1(C)CC(CN2CCCCC2=O)N(C(=NC#N)c2ccccn2)C1=O,C19H23N5O2,48
CC1=CC=CC=c2cc3ccc(CC4CC4)nc3nc2=C1,C19H18N2,39
COC(=O)c1cn(C)c(=O)n1-c1ccc(NC(=O)c2ccc(OC)cc2)cc1OC,C21H21N3O6,51
COc1ccc(-n2c3cccc-3nn(CCSCc3cc(C#N)ccc3OC)c2=O)cc1,C24H22N4O3S,54
COc1cccc(NC(=O)N(C)C(=O)C2=CC=C3OCC(=O)C(C#N)=C3C2=O)c1,C20H15N3O6,44
CCCOC(=O)C(Br)=C(OC)c1cc(NC(=O)NC(=O)NC(=O)N(C)C)c(C(=O)O)s1,C17H21BrN4O8S,52
C=C(O)C=C(Sc1ccc(C(=O)Nc2ccc(OC)cc2)cc1)C(=O)OC,C20H19NO5S,46
CC(=O)OCCn1c2nnc1C(=CC=NC1CCN(S(=O)(=O)c3ccccc3)C1)S2,C19H21N5O4S2,51
CCN(CC)CCc1cc2ccc1c1ccccc21,C18H21N,40
Cc1ccccc1CN(C)C(=O)CSc1nc2c([N+](=O)[O-])ncc(Cl)c2s1,C17H15ClN4O3S2,42
C=CC=NN=C(OCCN(C)C(=O)Nc1cccc(F)c1)c1ccc(F)cc1,C20H20F2N4O2,48
CCN1C(=O)N2CCC1C2=NC(C)=Cc1cc(Cl)cc(Cl)c1Cl,C16H16Cl3N3O,38
O=S(=O)(NCCc1cccc(Cl)c1)c1ccccc1-n1nnnc1-c1ccc(F)cc1,C21H17ClFN5O2S,48
CN(C)C(=O)N(C)C(=O)Cn1c(Br)nc2ccccc21,C13H15BrN4O2,35
COC(=O)C(=CC=C(C=C(C=CCl)OC)C(=O)N(C)C)Oc1cc(Cl)ccc1Cl,C20H20Cl3NO5,49
COc1cccc2[nH]c3c(c12)C(C)NC3=O,C12H12N2O2,26
CCCSC1NC(C(=O)NC2CC(C)(C)C(C)C(O)C2O)C(O)C(Cl)C1O,C18H33ClN2O5S,51
O=C1C(C=NOc2cc(Cl)cc(-c3nnc4n3CCCS4)c2)=CC=C1c1ccccc1,C23H17ClN4O2S,48
N#Cc1cc(F)ccc1C(=O)NC(=S)c1ccccc1,C15H9FN2OS,29
