smiles,molecular_formula,num_atoms
O=C1CCCCN1C(=NC(F)(F)c1ccccc1)N1CCN(Cc2cccc(OC(F)(F)F)c2)C1=O,C24H23F5N4O3,59
COc1ccc(C(=O)OCCOc2ccc(C(=O)OC(C)=O)cc2)cc1,C19H18O7,44
O=C(CCN1CCn2cccc2C1)N1CCCC1,C14H21N3O,39
CCC(=O)NC1CN(C)C(=O)N(C(=O)c2ccc(-c3cc4ccccc4c(C(F)(F)F)n3)cc2)C1=O,C25H21F3N4O4,56
CCCCCNC(=O)C(CNC(=O)COc1cccc(Cl)c1)NC1=Nc2cc(Cl)cc(n2)N1,C22H26Cl2N6O3,57
COC(=O)N(C)C(=O)N(c1ccccc1)c1cc2ccc1[nH]2,C16H15N3O3,36
C=C(C=CN=C(Sc1cccc(C)c1)N1CC2C(c3ccc(Cl)cc3)OC(=O)N2C1=O)C(F)(F)F,C24H19ClF3N3O3S,52
COc1ccc(OCCC(=O)n2c3nc4nc(-c5ccccc5)nc(c4c2=O)S3)c(N2CCCCC2)c1,C27H25N5O4S,62
CSC1=Nc2ccc(C)cc2CN1C(=O)N(C)C,C13H17N3OS,35
CC(C)(C)c1c(N2C(=O)N3CC4=C2CCCN4C3=O)ccc(Br)c1Br,C18H19Br2N3O2,44
Nc1nc2cc(C(F)(F)C(F)(F)F)ccc2s1,C9H5F5N2S,22
CC(NC(=O)c1ccc[nH]c1=O)C(=O)Nc1ccc(F)cc1,C15H14FN3O3,34
N#Cc1cc(OCC(=O)N2CCOCC2)ccc1Cl,C13H13ClN2O3,32
COc1cccc(-c2nnnc(-c3ccccc3CCCN3CCCCC3)n2)c1,C23H27N5O,56
O=C(Nc1ccc2c(c1OCC1CC1)OC(CC1CCCCC1)C(=O)N2)c1cc2ccc1o2,C26H28N2O5,60
COC=C1SC(N2CCCC2=O)=NC(C)=C1C(=O)OC,C13H16N2O4S,36
CC(=O)OCc1ccc(S(=O)(=O)N(CCO)C(=O)c2ccccc2)cc1,C18H19NO6S,45
CNC(=O)NCCNC(=O)NCCSCCCCN(CC(=O)O)C(N)=O,C14H28N6O5S,54
Cn1nc2c3cc(C(=O)Nc4ccccc4)ccc3nc(N)n2c1=O,C17H14N6O2,39
CCC(=O)n1cccc(C(C)=O)c1=O,C10H11NO3,25
CC(C)N(CCCCCc1ccccc1)Cc1ccc2c(=O)n1-c1ccccc1-2,C26H30N2O,59
CCN1CCN(C(=O)N2CCC(=Cc3ccc(F)c(F)c3)C2=O)C(=O)C1,C18H19F2N3O3,45
O=C(c1cccs1)N1CCCC1,C9H11NOS,23
Cc1cccc(P(C)C)c1,C9H13P,23
COc1cc(OCCCc2oc(=O)c(C)cc2C)cc(Cl)c1Cl,C17H18Cl2O4,41
COc1ccc(C(=O)N2CCN(CCCCCn3c(=O)c4ccc3cc4)CC2)cc1,C24H29N3O3,59
Cc1ccccc1C(=O)Nc1ccc(C2=CC3=CC=C(N)C(=O)C3=NNC=N2)cc1,C23H19N5O2,48
COC1C(OC2C(C)(C)C3CCC2(C)C(C)C3(C)C)OC2=CC(C)=CCC21,C24H38O3,59
CCN1Cn2c(nc3ccc(OC)cc32)-n2cc(-c3ccccc3)nc21,C20H19N5O,45
CSc1cccc2ccc(C(Nc3ccccc3)=C(N)N=c3oc4ccccc4c4ncnn34)c(C)c12,C29H24N6OS,61
CC(C)(C)c1c2c3ccccc3c(=O)n1CC2,C15H17NO,34
COC(=O)C1=C(c2cccc(OCC(C(=O)NCc3cccc(O)c3)C(=O)OC)c2)C(C)(C)OC1=O,C26H27NO9,62
Fc1ccc2c(c1)C(C1CCCN1Cc1ccccc1)CO2,C19H20FNO,40
COc1ccc(-c2nn(C)nc2Oc2ccccc2O)c(Br)c1,C16H14BrN3O3,37
CN(C)C(=O)c1nc(C(N)=O)ccc1OCc1ccccc1,C16H17N3O3,39
COc1ccc(F)cc1C1=CCC(CCOc2ccc3cc2SC3=O)C(C(=O)N2CCCC2)O1,C26H26FNO5S,58
CCCCCn1ncc(C(=O)Oc2cccc([N+](=O)[O-])c2OC)c(CCOc2ccccc2[N+](=O)[O-])c1=O,C25H26N4O9,64
CCOc1nonc1NC(=O)NCCOc1cccc2ccccc12,C17H18N4O4,43
CN1CCN(C(=O)CN2CCCN(C3=Nc4ncccc4OC3)C2=O)CC1,C18H24N6O3,51
CCOC(c1c(N=C=O)ccc2c1-c1cc(C)ccc1OC2(F)F)C(C)O,C20H19F2NO4,44
COC(=O)N(C)C(=O)c1c(C(C)=O)nc(C)c2ccc(F)cc12,C16H15FN2O4,38
O=S1(=O)CCCN2CCN1C(Sc1ccccc1)=N2,C12H15N3O2S2,34
COc1cc(C)ccc1C(=O)Oc1ccc(C)cc1,C16H16O3,35
Cc1cccc(CCCN(C(=O)c2ccccc2)c2cccc(N)n2)c1,C22H23N3O,49
N#Cc1ccc(C(=O)N2CCC(C(=O)NC(CC(=O)O)C(=O)Nc3ccc(Cc4ccccc4)cc3)C2)c2c1=CC=2,C32H28N4O5,68
Clc1ccc2c(c1)SC(N1CCC3(CCCCC3)C1)=NN2,C16H20ClN3S,40
CC(=CC(=CC(C)(C)C)OC(C)C(O)C1CN2CCN1C2=O)c1ccccc1,C23H32N2O3,57
OCOC1C(O)C(O)C(O)C1O,C6H12O6,19
CC(C)(C)OC(=O)CCCCC1CCCCC1,C15H28O2,45
CC(=O)OC1C(=O)N2C(=O)N3C(=O)N(C(=O)C13)C1C(=O)NC3CCCC2C3C1CCCCCc1ccccc1,C28H32N4O7,64
