smiles,molecular_formula,num_atoms
CC(C)(C)N(CCN1CCCC1)C(=O)c1c2ccc3c4[nH]c(cc24)c13,C21H25N3O,49
Cc1ccc2c(N3CCC4CCCCN4C3=O)ccc(C)c2c1,C20H24N2O,47
CCOC(=O)c1ccccc1C,C10H12O2,24
CN(CCNS(=O)(=O)c1ccccc1)S(=O)(=O)c1ccsc1,C13H16N2O4S3,38
CC(C)(C)c1ccc(C(=O)OCC(C2OC3CCC2CC3)C2CCCCC2(C)C)cc1,C28H42O3,69
CCN1CCN(C(=O)N(C)c2cc(Cl)cc(Br)n2)C1=O,C12H14BrClN4O2,34
CCn1c(N(c2ccc(OC)c(Cl)c2)c2cccc(N)n2)nc2ccccc21,C21H20ClN5O,48
CC1CCN(S(=O)(=O)c2ccc(N3CCSC3=O)c3cc(F)ccc23)CC1,C19H21FN2O3S2,48
COC(=O)C(=CC=CC=C(c1ccc(C2CC2)s1)c1nnc(N)n1C)c1ccc(F)cc1,C24H23FN4O2S,55
C=CC(=CC=C(C=Cc1ccc(C(=O)OC(=O)NS(=O)(=O)c2ccc(OC)cc2OC)o1)C(=O)O)C(=O)Oc1ccccc1,C30H25NO12S,69
Cc1nc(N)nn1C=CC=C1C(=O)N(C)C(=O)C1=C(Nc1ccccc1O)c1ccc(F)c(F)c1,C24H20F2N6O3,54
Oc1ccc(-c2nnc(Cc3nccc4ccccc34)[nH]2)cc1,C18H14N4O,36
O=c1[nH]n(-c2ccccc2Oc2ccccc2)c(=O)n1CCN1CCCOC1,C20H22N4O4,50
CCOC(=O)CCCc1nc(=O)[nH]c(=O)s1,C9H12N2O4S,27
COc1ccc(O)c(N=C(SC)Sc2nccn2-c2ccccc2N)c1,C18H18N4O2S2,44
COc1cc(C#N)cc(OCC2=NN3CC4CCCCN4C(=O)N2CC3=O)c1,C19H21N5O4,49
COC1=CC2=CC=C3C=CC=C(O3)C3=Cc4ccccc4N(C3)C(=O)N(C)C2=C1,C24H20N2O3,49
COc1ccccc1OCCCC1CCN=C2CCN(C(=O)c3cccnc3[N+](=O)[O-])C(=O)N21,C23H25N5O6,59
COc1ccc(C(=O)Nc2nc3c(OC)ccc(C)n3c2NC(=O)c2ccccc2)cc1,C24H22N4O4,54
C=CC=C(C)c1cccc(S(=O)(=O)N2CCCCC2C2CCOC(=O)N2C)c1,C21H28N2O4S,54
CN(C(C#N)=NNc1ccccc1)c1nc2cc(NC(=O)N3CCN(c4ccccc4)CC3)c1o2,C25H24N8O2,59
COCCC(=CC=C(C)c1cc(Br)ccc1Br)C(=O)NC(=O)O,C16H17Br2NO4,39
O=C(NCCN1CCCN(CCF)C1=O)C1CCCCC1,C15H26FN3O2,47
NC1=Nc2nc3cccc4[nH]c(ccc-4[nH]c([nH]2)=N1)C=CC=CC=CC=CC=3,C21H19N7,47
COc1ccc(C(=O)N(CCC2CCCOC2)c2nn3c(=O)n2CCC3)cc1,C20H26N4O4,54
COC(=O)c1ccc2c(c1)C(=CC(=O)Nc1ccccc1)c1ccccc1N2,C23H18N2O3,45
CCn1c2ccc3nc2nc1n1c(nc2ccccc21)[nH]c3=O,C16H12N6O,35
O=C1CN2CCN1C(c1ccccc1-c1ccc(F)cc1)C2,C18H17FN2O,39
O=C=NN(C(=O)c1ccc([N+](=O)[O-])c(Cl)c1Cl)C1CCCC1,C13H11Cl2N3O4,33
O=C(CCCCCCC1=CC=CC1)N(Cc1ccccc1)C(=O)c1ccccc1,C26H29NO2,58
O=C1CCCN1C(=O)N1CCCN(C(=O)c2ccc3cc2CCO3)C1=O,C18H19N3O5,45
C=CC=C(C)N(C(=O)c1ccc(Cl)cc1)S(=O)(=O)N(C)C,C14H17ClN2O3S,38
O=C(O)COc1cccc(-c2cccc(C3OC(OC(=O)c4cc(O)ccc4O)C(O)C3O)c2)c1,C25H22O10,53
COC(Cl)=CC=C1N=NN=C1N1CC2CCCC2C2(CC2)C1,C16H21ClN4O,43
O=C(OC1C=CC=CC1C(c1cccc(F)c1)c1ccc(F)cc1F)c1cccnc1,C25H18F3NO2,46
COCC(O)C(O)C(=O)OC(CO)C1OC(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,C18H32O16,53
COC(=O)CCN(C(=O)c1ccc(Cl)cc1)C(=O)c1cccc2cc(OC)ccc12,C23H20ClNO5,50
CO[Si](C)(C)CN(C)C,C6H17NOSi,26
COc1ccc(C(C)(C)C)c(C(=O)N(C)C)c1OC,C15H23NO3,42
CC(C)(C)c1nc(-n2c(=O)c3ccc(o3)c2=O)ccc1C(=O)N1CCCC1,C20H21N3O4,48
COC1=CC=C(CCCCCc2ccccc2NC(=O)Nc2ccc(F)c(F)c2)CC1,C25H28F2N2O2,59
COc1ccc(C2=C(C(=O)N3CCCCC3)c3ccccc3CC2)cc1,C23H25NO2,51
COC1=C(S(=O)(=O)N2CCN(C(=O)N3CCCCC3)CC2)C=C1,C15H23N3O4S,46
NC1=C2C=C3N=C4N1CCN1CCN(CCN42)CCN(CC1)c1ccccc1C3(F)F,C22H27F2N7,58
COC(=O)OC1CC2CC(CCC2C2C3=CC=C4C(C3O)C3(C)CCC4(C)C2(C)C3)C1(C)C,C29H42O4,68
N#CC1=CC=c2cccc3c(cc(Cl)cc3c3[nH]c4ncc(c(=O)o2)c43)=CC=C1,C23H12ClN3O2,40
COc1cc2c(Oc3ccccc3O)cc1S(=O)(=O)N1C(=N2)c2ccccc21,C20H14N2O5S,42
COC(=O)C1=Nc2c(cc(OC)cc2S(=O)(=O)N2CCCC2)C1=O,C15H16N2O6S,40
COc1cccc(C(=O)N(CCCCCOC(C)=O)C(=O)c2ccccc2)c1,C22H25NO5,53
CCOC(=O)N(CCN1CCCCC1)C(=O)c1ccc(C)cc1,C18H26N2O3,49
