smiles,molecular_formula,num_atoms
COc1ccccc1CN(CCCn1c(=O)c2ccc1s2)C(=O)c1ccccc1[N+](=O)[O-],C23H21N3O5S,53
CC(C)(C)c1ccc(CC2CCC3OC2C3O)c2ccc(F)cc12,C21H25FO2,45
CC(C)(C)NC(=O)C1Cn2c(cc3ccccc32)S(=O)(=O)N1,C15H19N3O3S,40
COc1ccccc1C(C)CCCC1C=CC=c2sc3n(c2=O)C1CON=3,C21H24N2O3S,49
Cc1cccc(CC2CC(CCCSC#N)C(=O)N2)c1,C16H20N2OS,39
COc1ccc(Br)c(C(=O)N2C(c3ccc(C)c(C=Cc4ccccc4)c3)CCC(C)S2(=O)=O)c1,C28H28BrNO4S,61
COc1ccc(C(=O)c2c(C)oc3cc(I)ccc23)cc1F,C17H12FIO3,34
COc1cncc(CCCCCC2CC(=O)N(C(=O)c3ccc(C(C)=O)cc3)C(=O)N2)c1,C24H27N3O5,59
O=c1[nH]c2ccc1=CC=C(S(=O)(=O)CCN1c3nsc1n3)C=2,C13H10N4O3S2,32
COc1cccc(CSCCNC(=O)C2CCCCC2)c1,C17H25NO2S,45
CCN1C(=O)c2nc(C3(C)CCCC(=O)N3c3ccccc3)sc2C1=O,C19H19N3O3S,45
Cc1ccc(C(=O)N(CCCc2cccc(F)c2)C2CCCCC2)cc1,C23H28FNO,54
O=C1NC=C([N+](=O)[O-])c2ccccc2C(=O)O1,C10H6N2O5,22
Cc1cccc(SCC(=O)c2ccc(S(=O)(=O)c3ccccc3)cc2Cl)c1,C21H17ClO3S2,44
CN1C(=O)NC23C=C4C=NN=C4C2=CC=CC=CC=c2ccccc2=C2SC13Sc1ccccc12,C28H20N4OS2,55
CC(C)(C)C1=C2CCCC(CC1=O)C2=O,C13H18O2,33
CCOC(=O)c1cc(OC)cc(OC)c1C,C12H16O4,32
CCN1CCN(C(=O)c2cc(Cl)ccc2Cl)CC1,C13H16Cl2N2O,34
C[S+]([O-])c1n[nH]cc1-c1nc2cc(O)c(OCc3ccccc3)cc2[nH]1,C18H16N4O3S,40
Cc1ccc(-n2c(C)nnc2-c2ccc(F)cc2)cc1C(F)(F)F,C17H13F4N3,37
CC(CNC(=O)c1ccccc1)Oc1cc2cc(c1)-c1c([nH]c3ccccc13)S2,C24H20N2O2S,48
O=C(C1=CC(C(F)(F)F)=C1)N1CCC(C2CCCC2)CC1,C16H20F3NO,41
Cc1nc2c(F)c3c1C(=O)CC(C2)N3C1CCCC1n1c(=O)c2[nH]c1c(C)c2C#N,C22H20FN5O2,47
Cc1ccc(-c2cc3ccc2n(-c2ccc(N4CCCCC4)c(C)c2)c3=O)cc1,C26H26N2O,55
COC(=O)N1CCCN(CCNC(=O)NCCO)C1=O,C11H20N4O5,40
CN(c1ccccc1)c1nnc2cc1NC2=O,C12H10N4O,26
CCOc1cc2c(=NC=CC=C3N=Nc4ccccc4N3c3ccc(OC)cc3)c3ccc(C)nc3[nH]c2nc1C,C32H29N7O2,69
C=CC=C(C(=O)c1ccccc1OC)c1ccccc1,C18H16O2,36
CC12CCC(=O)N1C(=O)c1ccccc1-c1ccc(cc1[N+](=O)[O-])OC2,C19H16N2O5,42
CN(CCN1CCN(C(=O)Nc2ccc([N+](=O)[O-])cc2)CC1)Cc1ccc([N+](=O)[O-])o1,C19H24N6O6,55
COc1ccccc1C(C)(C)OC1(c2ccccc2)C=c2c([n+]2=O)=C1[N+]([O-])([O-])OC(C)C(C)(C)C,C27H32N2O6,66
NC=Nc1ccccc1[N+](=O)[O-],C7H7N3O2,19
