smiles,molecular_formula,num_atoms
COc1ccc(CN2CN3C(=O)C(=C(c4ccccc4[N+](=O)[O-])C3=O)C2=O)c(-c2ccccn2)c1,C25H18N4O6,53
CCN(C(=O)C1=CNc2ccccc2C=C1)C(=O)c1ccccc1,C20H18N2O2,41
COc1ccc(CN2CCC3CC(=O)N(Cc4ccccc4)C(=O)C3=N2)cc1,C22H23N3O3,51
CN(C)S(=O)(=O)N(C)CCn1c(Nc2ccc(C(F)(F)F)nn2)nc2ccccc21,C17H20F3N7O2S,50
COc1ccc(-c2ccc3c4c2c2c-4nc3n2CCCN2CCCCC2)cc1,C24H25N3O,53
CC(C)(C)c1ccc(-c2cnc(NC(=O)N3CCN(C(=O)c4ccccc4)CC3)s2)cc1,C25H28N4O2S,60
NC(=S)NC(=O)C(=CC=Cc1ccccc1[N+](=O)[O-])S(=O)(=O)O,C12H11N3O6S2,34
CC[NH+](c1nc2ccccc2c2ccccc12)C(C)(C)C,C19H23N2+,43
CN(CCSCCN(c1ccccc1)C1CCCNC1=O)S(=O)(=O)c1ccc(C(F)(F)F)c(F)c1,C23H27F4N3O3S2,61
C(CCCCN1CCCCC1)CCCCN1CCCCC1,C19H38N2,59
O=C1C(CCCCc2cc3nc(-c4ccccc4)cc4c2cc34)CCN1CCN1CCCCC1,C30H35N3O,69
CCN1CCn2c1nc1ccccc12,C11H13N3,27
CCCCCCCCCc1sc2ccc(OC)cc2c1C(=O)OCC(=O)Nc1ccccc1,C27H33NO4S,66
CN1CCCN(c2cccnc2NC(=O)Nc2ccccc2)C1=O,C17H19N5O2,43
COc1ccc(-c2ccccc2C(=O)N(CCCCCCN2CCCC2)c2ccccc2)cc1,C30H36N2O2,70
O=C1N2CCCN1C(CCCCCCCCCN1CCCCC1)c1cccnc12,C24H38N4O,66
CCCCN1CCCN(S(=O)(=O)c2ccc3c(c2)cc2c(=O)[nH]c4ccccc4n23)S1(=O)=O,C22H24N4O5S2,57
COc1ccccc1C=C(C(=O)N1CCCC1)c1ccc(NC(=S)OC(C)(C)C)cc1OC,C26H32N2O4S,65
COc1ccc2c(c1)C(=O)OC(C)C2CC(=O)c1ccccc1,C19H18O4,39
CSc1nn(-c2ccc3ccccc3c2)c(=O)[nH]1,C13H11N3OS,29
O=C(Nc1nc2nc(n1)NC=N2)c1ccccc1,C11H8N6O,25
CNC(=O)c1ccc(OC)cc1N(C(=O)N(C)C)C1=CC(=C2C=CC=CS2)C=C1,C22H23N3O3S,52
O=c1c2ccc(OCCC3CCCCC3)cc2n2c(=O)n1CCC2,C19H24N2O3,48
Cc1nnc(Cl)cc1Cl,C5H4Cl2N2,13
COc1ccc2cc1C=C(C(=O)Nc1ccc(OCCCC(=O)O)c(N(C)C)c1)O2,C22H24N2O6,54
CC(C)(C)C(=O)c1ccccc1,C11H14O,26
O=C(C1=CC=CC1)N1CCC(C2CCCCC2)CC1,C17H25NO,44
CN1CCN(CCN(Cc2cccc(S(N)(=O)=O)c2)Cc2cccs2)CC1,C19H28N4O2S2,55
O=C(O)c1cncc(C(=O)Nc2ccccc2Br)c1,C13H9BrN2O3,28
CN(C=NN(C)c1ncccc1-c1ccccc1)C(=NN=Cc1ccccc1)c1cccnc1,C27H25N7,59
CCC1CN(C(=O)c2ccc(C3=CC=CC3=O)cc2)C(=O)N1C(C)=O,C19H18N2O4,42
CC(=O)OCC1CCN(CC(=O)OCCO)CC1,C12H21NO5,39
COc1ccc(NC(=O)c2ccc3c(c2)C(C)=C2N=C=CC=C2N3C(=O)N(C)C)cc1,C24H22N4O3,53
O=C(OCc1c(C(F)(F)F)ccc(F)c1O)c1nc2oc1-c1ccc(C(F)(F)F)cc1S2,C19H8F7NO4S,40
CCOC(=O)CCOC(=O)CC(=O)OC1CCCCC1,C14H22O6,42
N#Cc1ccc(-c2c3ccc4ccc(nc24)N3c2cc(O)ccc2C#N)cc1,C23H12N4O,40
O=C(Nc1ccc(Cl)cc1)N(CC(F)(F)F)c1sccc1Cl,C13H9Cl2F3N2OS,31
COc1cc(OCC2CN3CCN2CC3)c(O)cc1C#N,C15H19N3O3,39
Cc1c(=O)n(C)c(=O)n2c1sc1ccc(N(C)C)cc12,C14H15N3O2S,35
CN1CCN(CCCN2CCCC2)C(=O)N=C1N1c2ccc(cn2)S1(=O)=O,C17H24N6O3S,51
NC(=NCC1C(O)C(O)CN1CCCCl)SCC(=O)O,C11H20ClN3O4S,37
CCOC(=O)c1ccc(C(C)(C)C)c(C2(C)CCCCC2)c1,C20H30O2,52
CC1(C)OC(=O)C2=CC=C(C1=O)C(=O)C2(C)C,C13H14O4,31
Cn1ncn(CCOc2ccc(Nc3nc4cc5ccccc5nc4[nH]3)cc2)c1=O,C21H19N7O2,49
CC1=NC2=NC(N(CC(=O)Nc3cccc4c3=CC=4)C3CCCCC3)=NC(=N1)N2,C21H23N7O,51
CCN(CCC1=CC=C(OC)C1=O)C(=O)c1ccccc1C(=O)N1CCCC1=O,C22H24N2O5,53
COc1ccc(F)c(N2CC3CN(S(=O)(=O)c4cccc(F)c4)CCCCCCN3C2=O)n1,C22H26F2N4O4S,58
CC(C)(C)C1CCCCN1CCCc1cccc2ccccc12,C22H31N,53
FC(F)(F)c1ccc(CN(CC2CCC3CN4CCC3C24)c2cc(C(F)(F)F)cc3ccccc23)cc1,C29H28F6N2,63
CCCOC(=O)c1ccc(CN2CCN(c3cc4sc(-c5ccccc5)ccc-4n3)C2)cc1,C27H27N3O2S,60
